City,State,Zipcode,Gender,Less than 5 minutes,5 to 9 minutes,10 to 14 minutes,15 to 19 minutes,20 to 24 minutes,25 to 29 minutes,30 to 34 minutes,35 to 39 minutes,40 to 44 minutes,45 to 59 minutes,60 to 89 minutes,90 or more minutes,1 to 2499 USD,2500 to 4999 USD,5000 to 7499 USD,7500 to 9999 USD,10000 to 12499 USD,12500 to 14999 USD,15000 to 17499 USD,17500 to 19999 USD,20000 to 22499 USD,22500 to 24999 USD,25000 to 29999 USD,30000 to 34999 USD,35000 to 39999 USD,40000 to 44999 USD,45000 to 49999 USD,50000 to 54999 USD,55000 to 64999 USD,65000 to 74999 USD,75000 to 99999 USD,100000 or more USD,Year
Hawthorne city, California,32548,Male,199.0,2135.0,2601.0,2549.0,3554.0,1634.0,3986.0,386.0,1275.0,1512.0,609.0,689.0,1695.0,443.0,1264.0,1139.0,791.0,1128.0,1351.0,1336.0,2165.0,1112.0,2014.0,1546.0,856.0,1594.0,537.0,1291.0,1572.0,869.0,671.0,1277.0,2013
Hayward city, California,33000,Male,97.0,1917.0,4424.0,3841.0,5726.0,3547.0,7255.0,1157.0,2719.0,4045.0,2775.0,711.0,1243.0,1299.0,1872.0,1173.0,2226.0,1243.0,1763.0,1938.0,2741.0,1470.0,2398.0,3729.0,2099.0,3614.0,1639.0,2065.0,2681.0,1637.0,2596.0,3613.0,2013
Hemet city, California,33182,Male,413.0,1092.0,1393.0,1901.0,1480.0,203.0,1840.0,55.0,677.0,1602.0,1206.0,2177.0,1660.0,325.0,1209.0,731.0,539.0,1148.0,400.0,540.0,1017.0,849.0,1578.0,943.0,607.0,841.0,816.0,680.0,594.0,502.0,594.0,775.0,2013
Hesperia city, California,33434,Male,296.0,1166.0,2180.0,1771.0,722.0,428.0,1195.0,300.0,608.0,2578.0,3123.0,1572.0,557.0,466.0,849.0,1070.0,1233.0,891.0,660.0,586.0,993.0,759.0,788.0,1390.0,1111.0,1134.0,1169.0,818.0,1299.0,1092.0,1418.0,823.0,2013
Huntington Beach city, California,36000,Male,806.0,4489.0,5300.0,5644.0,6471.0,3462.0,8433.0,1269.0,2764.0,6041.0,4624.0,1792.0,2099.0,1489.0,1039.0,732.0,2357.0,864.0,2101.0,1181.0,2395.0,855.0,2887.0,2662.0,2225.0,3071.0,1566.0,2973.0,3538.0,3269.0,8230.0,14131.0,2013
Indio city, California,36448,Male,51.0,1213.0,2211.0,3158.0,5432.0,599.0,2563.0,0.0,40.0,612.0,441.0,1047.0,1178.0,430.0,569.0,568.0,949.0,326.0,1679.0,520.0,1652.0,1035.0,1168.0,1862.0,1390.0,1205.0,661.0,1004.0,1297.0,1118.0,837.0,1085.0,2013
Inglewood city, California,36546,Male,231.0,1079.0,2811.0,2736.0,3941.0,1660.0,3990.0,551.0,1230.0,1646.0,1053.0,856.0,1442.0,818.0,884.0,940.0,2162.0,1801.0,1932.0,1055.0,1400.0,1012.0,2323.0,2275.0,1699.0,1129.0,845.0,1384.0,1797.0,914.0,856.0,730.0,2013
Irvine city, California,36770,Male,389.0,3123.0,9889.0,11486.0,10062.0,3875.0,8317.0,974.0,1008.0,2828.0,5292.0,2182.0,4772.0,1478.0,1535.0,839.0,2253.0,593.0,2143.0,1032.0,1722.0,626.0,2843.0,4026.0,1766.0,2911.0,1525.0,3025.0,4195.0,3093.0,7810.0,21557.0,2013
Jurupa Valley city, California,37692,Male,87.0,528.0,2775.0,3461.0,2959.0,893.0,3987.0,501.0,650.0,1603.0,3029.0,1192.0,2231.0,1041.0,1627.0,587.0,1178.0,1142.0,531.0,567.0,1595.0,593.0,2236.0,2613.0,916.0,1365.0,1629.0,826.0,1748.0,571.0,1343.0,1389.0,2013
Lake Forest city, California,39496,Male,242.0,957.0,4299.0,2867.0,3286.0,1923.0,3394.0,806.0,955.0,1446.0,1476.0,205.0,845.0,275.0,465.0,246.0,695.0,782.0,234.0,388.0,1257.0,717.0,1638.0,2637.0,1160.0,579.0,753.0,814.0,2022.0,1043.0,2022.0,5826.0,2013
Lakewood city, California,39892,Male,200.0,1523.0,1560.0,2026.0,2771.0,1367.0,3027.0,863.0,663.0,1699.0,1419.0,187.0,797.0,606.0,635.0,699.0,756.0,600.0,1014.0,224.0,661.0,755.0,1061.0,839.0,1192.0,816.0,529.0,875.0,1578.0,1527.0,2821.0,1644.0,2013
Lancaster city, California,40130,Male,376.0,2772.0,5071.0,5917.0,1863.0,607.0,2012.0,170.0,797.0,2026.0,5622.0,2720.0,1486.0,611.0,877.0,500.0,788.0,520.0,1087.0,1130.0,1302.0,1242.0,1516.0,4156.0,1781.0,2962.0,1372.0,3041.0,2167.0,2209.0,2604.0,2066.0,2013
Livermore city, California,41992,Male,462.0,1590.0,3163.0,2413.0,1867.0,854.0,2238.0,330.0,1142.0,3013.0,2463.0,1229.0,569.0,820.0,667.0,327.0,1164.0,143.0,585.0,283.0,464.0,551.0,1496.0,1327.0,551.0,1204.0,609.0,697.0,1122.0,1517.0,3305.0,6991.0,2013
Long Beach city, California,43000,Male,1121.0,5327.0,11709.0,18434.0,15327.0,5575.0,17043.0,2710.0,6667.0,10499.0,11695.0,4127.0,5506.0,4721.0,3867.0,3246.0,5977.0,3713.0,5483.0,4255.0,8085.0,4034.0,7963.0,8517.0,5488.0,7645.0,4528.0,5539.0,9350.0,6735.0,10042.0,13723.0,2013
Los Angeles city, California,44000,Male,11558.0,50490.0,93917.0,123631.0,148585.0,48172.0,186524.0,29796.0,47750.0,90808.0,80297.0,31679.0,56374.0,36193.0,45177.0,37032.0,66594.0,47380.0,83338.0,42860.0,62803.0,39728.0,68374.0,63318.0,52567.0,50523.0,35850.0,42431.0,52440.0,39547.0,65543.0,129007.0,2013
Lynwood city, California,44574,Male,236.0,540.0,809.0,2088.0,2275.0,580.0,3337.0,359.0,495.0,1581.0,1062.0,182.0,271.0,568.0,408.0,391.0,941.0,913.0,1005.0,1430.0,1782.0,775.0,1433.0,1191.0,1098.0,417.0,539.0,496.0,784.0,367.0,138.0,296.0,2013
Manteca city, California,45484,Male,95.0,924.0,2229.0,1673.0,1977.0,1033.0,722.0,106.0,166.0,1126.0,3098.0,2580.0,419.0,473.0,763.0,484.0,512.0,168.0,892.0,501.0,1386.0,511.0,642.0,1257.0,837.0,746.0,1274.0,875.0,1597.0,1027.0,1856.0,2065.0,2013
Menifee city, California,46842,Male,324.0,457.0,723.0,1876.0,2028.0,671.0,1359.0,242.0,1437.0,2347.0,3372.0,1985.0,1130.0,704.0,568.0,547.0,1403.0,898.0,981.0,593.0,713.0,306.0,1198.0,1101.0,495.0,1459.0,601.0,959.0,1296.0,912.0,2588.0,1913.0,2013
Merced city, California,46898,Male,617.0,1382.0,2019.0,2897.0,1489.0,300.0,1532.0,323.0,33.0,332.0,970.0,777.0,1049.0,692.0,891.0,1238.0,1120.0,1082.0,873.0,222.0,951.0,597.0,676.0,1119.0,806.0,950.0,563.0,253.0,760.0,515.0,538.0,725.0,2013
Milpitas city, California,47766,Male,60.0,1228.0,1487.0,3390.0,3016.0,1237.0,3246.0,579.0,373.0,740.0,970.0,107.0,1188.0,350.0,383.0,233.0,767.0,503.0,630.0,56.0,708.0,653.0,982.0,832.0,739.0,570.0,594.0,787.0,2064.0,626.0,1413.0,5033.0,2013
Mission Viejo city, California,48256,Male,238.0,887.0,2035.0,3195.0,4014.0,1633.0,4912.0,1487.0,1756.0,1393.0,1723.0,551.0,1053.0,602.0,1172.0,694.0,808.0,244.0,660.0,808.0,905.0,144.0,893.0,840.0,677.0,978.0,1186.0,1003.0,1643.0,2636.0,3362.0,8420.0,2013
Modesto city, California,48354,Male,902.0,4685.0,7750.0,7331.0,6322.0,1736.0,4031.0,1045.0,636.0,2126.0,2038.0,3661.0,3003.0,3082.0,2004.0,2292.0,3023.0,1824.0,1505.0,1239.0,2553.0,938.0,2919.0,2366.0,1983.0,3075.0,2754.0,2678.0,3701.0,3291.0,3254.0,4106.0,2013
Moreno Valley city, California,49270,Male,285.0,1133.0,4524.0,4121.0,3663.0,2113.0,8432.0,2137.0,3112.0,2265.0,6641.0,3616.0,1850.0,2467.0,1841.0,1022.0,2987.0,1352.0,3481.0,1219.0,2435.0,1944.0,3594.0,5243.0,2804.0,3069.0,1345.0,2518.0,3806.0,1881.0,2001.0,1718.0,2013
Mountain View city, California,49670,Male,156.0,1625.0,3407.0,6625.0,4513.0,1739.0,3166.0,795.0,373.0,815.0,767.0,618.0,798.0,352.0,316.0,380.0,709.0,157.0,555.0,120.0,332.0,164.0,962.0,1192.0,1107.0,779.0,819.0,898.0,1133.0,1101.0,2494.0,11991.0,2013
Murrieta city, California,50076,Male,470.0,1906.0,2787.0,2720.0,1763.0,760.0,720.0,942.0,646.0,2843.0,4831.0,1975.0,1404.0,673.0,489.0,885.0,1336.0,202.0,575.0,1295.0,1839.0,506.0,655.0,813.0,826.0,843.0,1637.0,1793.0,2004.0,2561.0,3761.0,3894.0,2013
Napa city, California,50258,Male,202.0,2689.0,6240.0,2410.0,2462.0,837.0,2042.0,326.0,537.0,1099.0,1773.0,423.0,1478.0,722.0,1103.0,120.0,1083.0,700.0,1348.0,773.0,1047.0,1220.0,2184.0,1441.0,714.0,1066.0,1094.0,1571.0,1311.0,936.0,1837.0,2400.0,2013
Newport Beach city, California,51182,Male,464.0,1941.0,3097.0,3682.0,4031.0,957.0,3303.0,428.0,370.0,1061.0,270.0,1068.0,1104.0,446.0,152.0,287.0,1036.0,264.0,48.0,100.0,618.0,100.0,285.0,853.0,641.0,1184.0,935.0,1154.0,2020.0,799.0,2713.0,9918.0,2013
Norwalk city, California,52526,Male,43.0,1595.0,2428.0,3787.0,3208.0,924.0,5901.0,1159.0,845.0,2308.0,1595.0,702.0,1044.0,1102.0,1057.0,421.0,926.0,514.0,1866.0,1242.0,1193.0,1368.0,2073.0,2253.0,1232.0,1787.0,1384.0,886.0,2387.0,1776.0,1495.0,1031.0,2013
Oakland city, California,53000,Male,2485.0,3215.0,10647.0,15565.0,13942.0,4144.0,17465.0,3213.0,4206.0,9972.0,8583.0,2539.0,6097.0,4360.0,5031.0,4702.0,5907.0,2861.0,5592.0,4193.0,6797.0,3047.0,6212.0,6726.0,5060.0,5893.0,4719.0,5549.0,6929.0,4298.0,7204.0,14682.0,2013
Oceanside city, California,53322,Male,318.0,930.0,4622.0,7847.0,5839.0,2749.0,4076.0,904.0,1620.0,4396.0,3222.0,1338.0,1652.0,969.0,888.0,764.0,1514.0,839.0,1975.0,1689.0,2267.0,1687.0,4166.0,2687.0,2344.0,3057.0,2568.0,1892.0,2771.0,1761.0,3075.0,4713.0,2013
Ontario city, California,53896,Male,304.0,2748.0,4230.0,6206.0,5236.0,1872.0,5807.0,765.0,1467.0,3505.0,2778.0,1689.0,1592.0,1072.0,1279.0,1545.0,2550.0,1771.0,2838.0,1320.0,1913.0,1951.0,3402.0,1874.0,2773.0,2150.0,2095.0,1982.0,2431.0,2121.0,2943.0,2148.0,2013
Orange city, California,53980,Male,405.0,2836.0,4333.0,6283.0,5450.0,2156.0,6292.0,973.0,1970.0,2567.0,2617.0,797.0,1780.0,1236.0,1577.0,760.0,1672.0,1187.0,2215.0,1627.0,1761.0,1052.0,1925.0,2452.0,2569.0,1592.0,1353.0,1900.0,2651.0,1736.0,3621.0,6486.0,2013
Oxnard city, California,54652,Male,684.0,2355.0,8136.0,8789.0,12727.0,2376.0,9377.0,940.0,1205.0,2353.0,1559.0,2270.0,2637.0,2075.0,2870.0,2303.0,3964.0,1664.0,5054.0,3505.0,4773.0,1644.0,4213.0,5375.0,3158.0,2226.0,1987.0,2164.0,2390.0,2346.0,2846.0,2970.0,2013
Palmdale city, California,55156,Male,122.0,1355.0,3038.0,3759.0,2953.0,312.0,1438.0,283.0,576.0,3817.0,9402.0,4776.0,1439.0,1210.0,1335.0,916.0,1509.0,953.0,2049.0,573.0,1549.0,1297.0,2498.0,2482.0,2184.0,1717.0,1192.0,2295.0,2953.0,1887.0,2837.0,3645.0,2013
Palo Alto city, California,55282,Male,540.0,1125.0,2879.0,3261.0,2789.0,1182.0,1342.0,339.0,316.0,744.0,1032.0,188.0,955.0,434.0,113.0,164.0,186.0,122.0,340.0,532.0,401.0,2.0,140.0,738.0,665.0,514.0,510.0,835.0,595.0,257.0,1551.0,9591.0,2013
Pasadena city, California,56000,Male,554.0,3538.0,4290.0,5761.0,3650.0,2739.0,4129.0,1024.0,1268.0,3381.0,3327.0,1273.0,1794.0,874.0,746.0,730.0,1910.0,978.0,1323.0,899.0,1957.0,1500.0,2205.0,2494.0,1227.0,1140.0,1227.0,2183.0,2710.0,1856.0,3186.0,8483.0,2013
Perris city, California,56700,Male,35.0,499.0,2238.0,1027.0,455.0,720.0,2239.0,601.0,901.0,2009.0,2688.0,1249.0,797.0,1310.0,499.0,375.0,533.0,1079.0,635.0,755.0,491.0,508.0,1528.0,1234.0,1453.0,882.0,829.0,1095.0,1237.0,698.0,1122.0,357.0,2013
Pittsburg city, California,57456,Male,113.0,310.0,1145.0,1548.0,2120.0,445.0,2656.0,0.0,841.0,1747.0,3394.0,1315.0,679.0,375.0,592.0,894.0,658.0,933.0,562.0,818.0,835.0,248.0,821.0,1268.0,851.0,1413.0,1420.0,785.0,1597.0,1115.0,1135.0,1154.0,2013
Pleasanton city, California,57792,Male,145.0,1443.0,1878.0,1341.0,1027.0,909.0,1929.0,601.0,1431.0,3637.0,2630.0,254.0,1084.0,1100.0,441.0,340.0,431.0,424.0,407.0,0.0,402.0,133.0,404.0,425.0,594.0,581.0,389.0,197.0,675.0,784.0,2035.0,10096.0,2013
Pomona city, California,58072,Male,850.0,2228.0,6765.0,4562.0,2938.0,1688.0,3999.0,1831.0,1407.0,2883.0,5450.0,479.0,2878.0,1890.0,1263.0,1945.0,2544.0,1465.0,2571.0,1458.0,2674.0,1924.0,2701.0,2357.0,2441.0,1405.0,2201.0,2078.0,2860.0,1860.0,1759.0,1084.0,2013
Rancho Cordova city, California,59444,Male,505.0,1437.0,1629.0,2228.0,1874.0,1066.0,2451.0,304.0,130.0,540.0,165.0,640.0,941.0,409.0,761.0,589.0,1211.0,278.0,832.0,805.0,525.0,289.0,881.0,935.0,1506.0,408.0,601.0,1184.0,1234.0,917.0,984.0,887.0,2013
Rancho Cucamonga city, California,59451,Male,857.0,2518.0,3301.0,7040.0,4285.0,3407.0,6427.0,580.0,1363.0,3923.0,4261.0,2072.0,2434.0,1183.0,2176.0,1317.0,1533.0,588.0,1487.0,1520.0,1717.0,999.0,1733.0,1674.0,1637.0,2171.0,1494.0,1833.0,2958.0,3537.0,6154.0,9428.0,2013
Redding city, California,59920,Male,395.0,2350.0,6622.0,3543.0,1092.0,207.0,683.0,71.0,0.0,461.0,438.0,724.0,1886.0,564.0,917.0,602.0,968.0,270.0,1236.0,393.0,697.0,401.0,1503.0,1065.0,835.0,1211.0,1239.0,941.0,927.0,1012.0,1969.0,1198.0,2013
Redlands city, California,59962,Male,214.0,2615.0,1738.0,3195.0,1442.0,557.0,1273.0,47.0,79.0,1078.0,1174.0,304.0,879.0,283.0,796.0,466.0,190.0,112.0,317.0,166.0,1112.0,375.0,809.0,818.0,756.0,787.0,464.0,866.0,1061.0,1188.0,1950.0,2604.0,2013
Redondo Beach city, California,60018,Male,145.0,1616.0,2120.0,2427.0,2037.0,949.0,2455.0,748.0,763.0,1561.0,1500.0,1044.0,319.0,200.0,920.0,79.0,832.0,285.0,675.0,223.0,1153.0,200.0,310.0,604.0,413.0,569.0,995.0,1223.0,1083.0,897.0,3590.0,6103.0,2013
Redwood City city, California,60102,Male,233.0,2341.0,3512.0,4218.0,2912.0,945.0,2640.0,918.0,1614.0,1570.0,1206.0,203.0,903.0,936.0,557.0,541.0,601.0,138.0,377.0,209.0,2207.0,213.0,1624.0,1160.0,797.0,1279.0,681.0,1253.0,1481.0,1122.0,2953.0,6365.0,2013
Rialto city, California,60466,Male,162.0,590.0,1331.0,2334.0,3830.0,1085.0,3589.0,774.0,988.0,1646.0,2394.0,2307.0,909.0,753.0,681.0,1063.0,1669.0,1087.0,1066.0,1026.0,1134.0,702.0,2155.0,2578.0,1774.0,1625.0,948.0,793.0,1143.0,1079.0,1293.0,810.0,2013
Richmond city, California,60620,Male,193.0,1326.0,1802.0,3332.0,3305.0,1152.0,3423.0,1391.0,1767.0,2476.0,3269.0,1295.0,1253.0,526.0,1224.0,1609.0,890.0,1249.0,1166.0,1185.0,2252.0,1526.0,1753.0,2305.0,2141.0,1256.0,765.0,1198.0,1769.0,1532.0,1666.0,2077.0,2013
Riverside city, California,62000,Male,372.0,5013.0,9148.0,8634.0,11033.0,4041.0,10076.0,2002.0,3075.0,5061.0,6574.0,3971.0,5232.0,3365.0,3775.0,2355.0,3491.0,2936.0,3511.0,3602.0,4287.0,1857.0,4978.0,5718.0,4073.0,4516.0,3545.0,2539.0,6312.0,3834.0,5084.0,5693.0,2013
Roseville city, California,62938,Male,878.0,3413.0,4934.0,3019.0,3565.0,1506.0,3605.0,1030.0,1009.0,3715.0,1625.0,1139.0,1321.0,1086.0,1338.0,801.0,1668.0,410.0,1452.0,382.0,769.0,821.0,1524.0,1699.0,1178.0,1504.0,1383.0,1165.0,2349.0,1661.0,4563.0,7096.0,2013
Sacramento city, California,64000,Male,2733.0,8648.0,13355.0,17817.0,17005.0,6092.0,13392.0,1919.0,3639.0,5824.0,3038.0,4010.0,8027.0,4156.0,5194.0,4491.0,6049.0,4266.0,4618.0,3500.0,7099.0,3028.0,6649.0,7613.0,6694.0,7073.0,4925.0,6003.0,5471.0,5638.0,7655.0,10586.0,2013
Salinas city, California,64224,Male,411.0,1915.0,4012.0,7188.0,6675.0,2128.0,5697.0,730.0,1565.0,1895.0,1781.0,812.0,1638.0,1101.0,1318.0,1523.0,3509.0,3031.0,4336.0,1908.0,2517.0,981.0,2417.0,3166.0,1765.0,1910.0,1922.0,1205.0,1945.0,2210.0,1683.0,990.0,2013
San Bernardino city, California,65000,Male,468.0,2617.0,5311.0,5852.0,5887.0,2234.0,4186.0,1898.0,656.0,2580.0,3597.0,2306.0,3306.0,1921.0,2446.0,1752.0,3594.0,1660.0,2894.0,2400.0,2939.0,1016.0,3436.0,2365.0,2197.0,2224.0,1530.0,2492.0,1836.0,1171.0,2108.0,1187.0,2013
San Buenaventura (Ventura) city, California,65042,Male,440.0,1725.0,4776.0,3881.0,3761.0,1374.0,1939.0,612.0,1260.0,2111.0,1475.0,695.0,1163.0,813.0,510.0,958.0,1669.0,515.0,789.0,455.0,1441.0,802.0,1051.0,1375.0,2014.0,1133.0,944.0,2256.0,1515.0,2591.0,3789.0,4125.0,2013
San Clemente city, California,65084,Male,200.0,2137.0,2084.0,1807.0,1652.0,167.0,2160.0,631.0,551.0,2047.0,1784.0,96.0,844.0,789.0,289.0,317.0,1277.0,589.0,441.0,660.0,739.0,338.0,655.0,548.0,190.0,482.0,365.0,779.0,823.0,504.0,2666.0,5706.0,2013
San Diego city, California,66000,Male,4286.0,21680.0,45543.0,65826.0,73159.0,28741.0,51244.0,8702.0,8861.0,14834.0,9058.0,7449.0,17048.0,12862.0,11368.0,9595.0,16508.0,9754.0,15838.0,9326.0,19896.0,9827.0,23526.0,23799.0,20027.0,20437.0,15895.0,19094.0,25149.0,21412.0,33969.0,63851.0,2013
San Francisco city, California,67000,Male,2408.0,7991.0,18715.0,27126.0,36958.0,15847.0,48017.0,6404.0,13812.0,28242.0,25099.0,6457.0,9147.0,6179.0,7799.0,5723.0,11287.0,4341.0,8024.0,5136.0,11479.0,4121.0,11949.0,12879.0,10129.0,12368.0,9624.0,12237.0,18142.0,14476.0,27336.0,76881.0,2013
San Jose city, California,68000,Male,1658.0,9949.0,23430.0,39506.0,49672.0,18535.0,51790.0,6106.0,11073.0,21633.0,17186.0,5037.0,11554.0,8689.0,9129.0,6738.0,10852.0,5538.0,11118.0,7172.0,13999.0,7438.0,15103.0,15109.0,10070.0,12281.0,10874.0,11566.0,17785.0,13798.0,26687.0,66288.0,2013
San Leandro city, California,68084,Male,233.0,1384.0,2794.0,2763.0,2462.0,1086.0,4037.0,848.0,1266.0,2175.0,2395.0,878.0,834.0,908.0,910.0,725.0,1623.0,787.0,968.0,449.0,1183.0,832.0,856.0,2066.0,1147.0,1663.0,1200.0,1338.0,1688.0,1098.0,1992.0,3264.0,2013
San Marcos city, California,68196,Male,450.0,386.0,3847.0,4760.0,3137.0,775.0,2864.0,319.0,518.0,3121.0,813.0,366.0,724.0,674.0,641.0,831.0,483.0,193.0,843.0,2040.0,1180.0,1460.0,2175.0,1671.0,1716.0,1228.0,611.0,641.0,1009.0,782.0,1953.0,2753.0,2013
San Mateo city, California,68252,Male,288.0,2105.0,3460.0,3106.0,5674.0,1628.0,5928.0,533.0,979.0,2471.0,1756.0,338.0,1825.0,472.0,1026.0,527.0,1122.0,568.0,897.0,1218.0,1043.0,1068.0,2038.0,832.0,1253.0,1521.0,989.0,1825.0,2321.0,1242.0,2974.0,7717.0,2013
San Ramon city, California,68378,Male,361.0,645.0,1830.0,1982.0,1188.0,1647.0,2015.0,1107.0,1752.0,3114.0,3435.0,1192.0,904.0,544.0,583.0,436.0,79.0,169.0,400.0,735.0,174.0,0.0,439.0,317.0,202.0,936.0,376.0,527.0,989.0,935.0,2083.0,11567.0,2013
Santa Ana city, California,69000,Male,612.0,4144.0,11754.0,15674.0,16620.0,4902.0,18380.0,1359.0,3679.0,4979.0,2251.0,2634.0,3060.0,2899.0,3609.0,4189.0,8430.0,5003.0,9807.0,6210.0,7535.0,3818.0,9078.0,6669.0,3670.0,4248.0,2723.0,3367.0,4216.0,1820.0,3044.0,2291.0,2013
Santa Barbara city, California,69070,Male,721.0,4026.0,6633.0,5393.0,2553.0,502.0,1640.0,322.0,442.0,227.0,999.0,488.0,1230.0,1269.0,910.0,476.0,1103.0,525.0,1270.0,1855.0,2129.0,1397.0,1653.0,1409.0,1543.0,569.0,1827.0,1269.0,1535.0,938.0,2763.0,3494.0,2013
Santa Clara city, California,69084,Male,206.0,2683.0,5455.0,5919.0,9092.0,2782.0,3258.0,364.0,1135.0,1234.0,1486.0,476.0,1739.0,1626.0,1063.0,1097.0,986.0,924.0,504.0,373.0,496.0,871.0,1906.0,1517.0,955.0,1135.0,1225.0,1144.0,1724.0,2458.0,4392.0,12749.0,2013
Santa Clarita city, California,69088,Male,312.0,2711.0,4876.0,4609.0,4817.0,1311.0,4613.0,2354.0,2224.0,5156.0,6293.0,2237.0,3663.0,1285.0,1628.0,1468.0,1830.0,764.0,2434.0,841.0,1746.0,1261.0,2328.0,1923.0,1856.0,1721.0,1350.0,1750.0,3052.0,2889.0,7800.0,10011.0,2013
Santa Maria city, California,69196,Male,173.0,2691.0,2542.0,6138.0,4995.0,1686.0,4615.0,395.0,315.0,732.0,509.0,614.0,1110.0,854.0,503.0,821.0,2864.0,1023.0,1610.0,1621.0,2950.0,1652.0,2130.0,1063.0,1805.0,1315.0,1119.0,714.0,1319.0,1154.0,492.0,1084.0,2013
Santa Monica city, California,70000,Male,119.0,1520.0,3136.0,3333.0,3827.0,2037.0,4086.0,1080.0,1131.0,2512.0,525.0,281.0,799.0,425.0,793.0,265.0,1254.0,347.0,583.0,497.0,937.0,949.0,865.0,1517.0,770.0,1396.0,723.0,2199.0,1712.0,1965.0,3375.0,9016.0,2013
Santa Rosa city, California,70098,Male,709.0,4891.0,8853.0,10413.0,5973.0,1540.0,3455.0,786.0,389.0,1405.0,2156.0,1039.0,3258.0,1330.0,2033.0,854.0,2504.0,1013.0,2282.0,1139.0,3040.0,1911.0,3478.0,2245.0,2386.0,2762.0,1471.0,2797.0,3971.0,2015.0,3191.0,4410.0,2013
Simi Valley city, California,72016,Male,889.0,3375.0,3169.0,3140.0,3286.0,2165.0,4339.0,1089.0,1583.0,4184.0,3151.0,1479.0,1442.0,1056.0,1217.0,522.0,1523.0,373.0,1012.0,432.0,717.0,1156.0,1486.0,1834.0,1508.0,1731.0,2514.0,2249.0,1896.0,2325.0,3990.0,7903.0,2013
South Gate city, California,73080,Male,43.0,339.0,1552.0,3060.0,4137.0,1921.0,3853.0,536.0,1153.0,2358.0,2807.0,737.0,1400.0,649.0,894.0,599.0,1967.0,912.0,2623.0,1520.0,1894.0,1313.0,2441.0,1441.0,1960.0,832.0,1224.0,1227.0,1069.0,851.0,709.0,334.0,2013
South San Francisco city, California,73262,Male,559.0,1311.0,2434.0,3147.0,2328.0,437.0,3305.0,244.0,307.0,1527.0,1146.0,24.0,574.0,406.0,713.0,461.0,461.0,241.0,831.0,381.0,1359.0,788.0,1361.0,1292.0,1636.0,1397.0,808.0,805.0,603.0,996.0,1237.0,2197.0,2013
South Whittier CDP, California,73430,Male,106.0,789.0,2411.0,1209.0,1531.0,984.0,2253.0,563.0,953.0,2197.0,1770.0,102.0,463.0,258.0,500.0,384.0,1119.0,802.0,1189.0,1072.0,1358.0,630.0,1170.0,872.0,578.0,679.0,930.0,783.0,1121.0,829.0,1112.0,753.0,2013
Stockton city, California,75000,Male,590.0,3527.0,6233.0,10632.0,8069.0,2051.0,7436.0,1423.0,1123.0,3072.0,6437.0,4623.0,4736.0,2692.0,3905.0,2470.0,3483.0,2277.0,5546.0,1669.0,3161.0,1934.0,4668.0,4705.0,4684.0,3107.0,1815.0,2426.0,3834.0,3152.0,2912.0,3220.0,2013
Sunnyvale city, California,77000,Male,313.0,1906.0,4895.0,7105.0,10069.0,4281.0,4452.0,1433.0,1164.0,2191.0,1859.0,180.0,1041.0,614.0,1220.0,983.0,855.0,500.0,718.0,308.0,1145.0,206.0,1712.0,1681.0,1436.0,1123.0,1329.0,1711.0,2508.0,1609.0,4079.0,20138.0,2013
Temecula city, California,78120,Male,447.0,1722.0,2260.0,2892.0,1971.0,927.0,1530.0,431.0,471.0,3728.0,4670.0,1668.0,1180.0,1161.0,885.0,651.0,1195.0,715.0,1031.0,524.0,1158.0,371.0,561.0,2004.0,1547.0,1080.0,1023.0,845.0,1923.0,1169.0,3518.0,5827.0,2013
Thousand Oaks city, California,78582,Male,694.0,3300.0,5892.0,4058.0,3177.0,882.0,2839.0,605.0,895.0,3615.0,2962.0,1382.0,1740.0,1271.0,1122.0,682.0,1685.0,603.0,1335.0,510.0,864.0,793.0,1522.0,1140.0,846.0,1731.0,697.0,1583.0,1657.0,1508.0,4345.0,12309.0,2013
Torrance city, California,80000,Male,351.0,2511.0,4797.0,4458.0,5192.0,2319.0,6258.0,815.0,1498.0,4317.0,3289.0,294.0,1399.0,985.0,1204.0,407.0,1390.0,813.0,1298.0,701.0,1036.0,1230.0,1330.0,2790.0,1441.0,2175.0,1668.0,1584.0,3044.0,2185.0,6767.0,8882.0,2013
Tracy city, California,80238,Male,708.0,1560.0,2423.0,762.0,1210.0,798.0,2192.0,574.0,504.0,2797.0,4640.0,3381.0,1041.0,944.0,795.0,333.0,488.0,413.0,163.0,763.0,864.0,578.0,1536.0,972.0,1201.0,919.0,1343.0,2466.0,2407.0,1236.0,3064.0,2656.0,2013
Turlock city, California,80812,Male,393.0,1968.0,2805.0,1716.0,2283.0,961.0,1184.0,338.0,660.0,759.0,219.0,867.0,1760.0,589.0,1274.0,300.0,591.0,322.0,364.0,961.0,1113.0,256.0,1128.0,460.0,1308.0,622.0,415.0,975.0,974.0,935.0,1588.0,1984.0,2013
Tustin city, California,80854,Male,424.0,853.0,2029.0,3790.0,3428.0,974.0,4573.0,458.0,313.0,721.0,647.0,677.0,650.0,246.0,256.0,408.0,649.0,187.0,889.0,988.0,1964.0,492.0,1383.0,1431.0,684.0,1162.0,521.0,819.0,1040.0,445.0,3870.0,3871.0,2013
