City,State,Zipcode,Gender,Less than 5 minutes,5 to 9 minutes,10 to 14 minutes,15 to 19 minutes,20 to 24 minutes,25 to 29 minutes,30 to 34 minutes,35 to 39 minutes,40 to 44 minutes,45 to 59 minutes,60 to 89 minutes,90 or more minutes,1 to 2499 USD,2500 to 4999 USD,5000 to 7499 USD,7500 to 9999 USD,10000 to 12499 USD,12500 to 14999 USD,15000 to 17499 USD,17500 to 19999 USD,20000 to 22499 USD,22500 to 24999 USD,25000 to 29999 USD,30000 to 34999 USD,35000 to 39999 USD,40000 to 44999 USD,45000 to 49999 USD,50000 to 54999 USD,55000 to 64999 USD,65000 to 74999 USD,75000 to 99999 USD,100000 or more USD,Year
Garland city, Texas,29000,Male,813.0,2208.0,6524.0,8013.0,10557.0,4002.0,12424.0,3615.0,3846.0,6029.0,4069.0,1162.0,2706.0,975.0,2394.0,1072.0,3959.0,2140.0,2515.0,2313.0,5252.0,2281.0,5912.0,6708.0,5563.0,5232.0,3312.0,3792.0,4238.0,2423.0,3645.0,4907.0,2017
Georgetown city, Texas,29336,Male,74.0,914.0,1519.0,1520.0,1722.0,522.0,2077.0,571.0,562.0,1268.0,1941.0,204.0,691.0,63.0,447.0,349.0,431.0,0.0,800.0,0.0,1323.0,816.0,359.0,552.0,1146.0,801.0,249.0,942.0,819.0,1239.0,1302.0,2670.0,2017
Grand Prairie city, Texas,30464,Male,169.0,2280.0,3456.0,6704.0,7459.0,4713.0,9816.0,1616.0,2205.0,6009.0,4080.0,1217.0,2162.0,1538.0,1252.0,576.0,1618.0,579.0,1564.0,684.0,2784.0,1450.0,5917.0,4714.0,3127.0,3513.0,2606.0,2703.0,4584.0,3011.0,6007.0,3847.0,2017
Harlingen city, Texas,32372,Male,116.0,1585.0,3171.0,2884.0,1297.0,110.0,1374.0,177.0,283.0,545.0,113.0,152.0,806.0,490.0,753.0,265.0,1000.0,689.0,560.0,796.0,932.0,481.0,771.0,1244.0,594.0,954.0,500.0,655.0,785.0,360.0,939.0,390.0,2017
Houston city, Texas,35000,Male,7347.0,32427.0,64487.0,80024.0,90300.0,35991.0,105841.0,19706.0,30592.0,53853.0,44475.0,12441.0,24293.0,16434.0,18024.0,15607.0,31810.0,18806.0,24249.0,22453.0,33737.0,23654.0,49691.0,50047.0,39743.0,38691.0,25862.0,37097.0,33853.0,25695.0,45647.0,92964.0,2017
Irving city, Texas,37000,Male,621.0,5365.0,9414.0,12708.0,10452.0,6156.0,10281.0,1231.0,3106.0,4212.0,3111.0,1517.0,1959.0,1965.0,2244.0,615.0,1919.0,1179.0,1781.0,1972.0,4400.0,2855.0,6134.0,5415.0,4547.0,3755.0,4025.0,4131.0,5790.0,3262.0,8245.0,11075.0,2017
Killeen city, Texas,39148,Male,968.0,4246.0,6063.0,7369.0,4120.0,1322.0,3961.0,502.0,394.0,1348.0,1855.0,1110.0,1283.0,1295.0,1775.0,1626.0,2170.0,552.0,852.0,1015.0,1131.0,1365.0,2950.0,4680.0,2630.0,1937.0,2010.0,2200.0,3286.0,2732.0,1182.0,1266.0,2017
Laredo city, Texas,41464,Male,606.0,2949.0,8777.0,15079.0,10379.0,3788.0,7093.0,877.0,1544.0,3196.0,1307.0,961.0,3011.0,1408.0,2185.0,1980.0,3795.0,1369.0,3316.0,1871.0,3551.0,2040.0,5428.0,6950.0,2642.0,3195.0,3035.0,3464.0,3064.0,1950.0,3500.0,3835.0,2017
League City city, Texas,41980,Male,264.0,1383.0,1642.0,3633.0,3613.0,920.0,4546.0,1669.0,1803.0,3668.0,2596.0,634.0,1254.0,1039.0,578.0,527.0,858.0,98.0,137.0,81.0,154.0,657.0,429.0,883.0,344.0,531.0,1847.0,1290.0,1908.0,1902.0,3788.0,10440.0,2017
Lewisville city, Texas,42508,Male,901.0,1616.0,2627.0,5542.0,5036.0,2138.0,6696.0,1372.0,469.0,2569.0,2149.0,230.0,897.0,405.0,1132.0,1177.0,1357.0,624.0,2552.0,740.0,1795.0,381.0,1753.0,2390.0,1863.0,2446.0,1979.0,2071.0,2910.0,2348.0,2985.0,3083.0,2017
Longview city, Texas,43888,Male,476.0,3917.0,3380.0,3366.0,2956.0,288.0,1942.0,112.0,163.0,423.0,1044.0,544.0,1906.0,1469.0,1659.0,284.0,1708.0,175.0,306.0,331.0,915.0,2002.0,993.0,1511.0,747.0,872.0,1231.0,874.0,1093.0,1225.0,1433.0,1556.0,2017
Lubbock city, Texas,45000,Male,1828.0,8699.0,20733.0,15454.0,7676.0,1115.0,3601.0,332.0,770.0,1457.0,1045.0,1280.0,6465.0,4266.0,2700.0,2497.0,3704.0,2023.0,2941.0,1544.0,4452.0,3769.0,4856.0,3833.0,3225.0,3763.0,2864.0,3187.0,4568.0,3231.0,4301.0,6675.0,2017
McAllen city, Texas,45384,Male,1345.0,3274.0,4774.0,8922.0,6909.0,1606.0,3532.0,636.0,520.0,519.0,231.0,304.0,1520.0,2449.0,1182.0,767.0,1912.0,2483.0,1986.0,1837.0,1569.0,793.0,2480.0,2011.0,2438.0,1509.0,714.0,2162.0,1440.0,1976.0,2832.0,3612.0,2017
McKinney city, Texas,45744,Male,676.0,1894.0,4086.0,7161.0,4437.0,2314.0,6601.0,2072.0,1801.0,4495.0,4358.0,1768.0,891.0,1712.0,2090.0,401.0,1161.0,653.0,1841.0,1232.0,1950.0,1932.0,1446.0,1616.0,1875.0,2547.0,866.0,2035.0,2909.0,2436.0,6414.0,15091.0,2017
Mansfield city, Texas,46452,Male,603.0,1789.0,884.0,1350.0,1180.0,1446.0,3632.0,928.0,1194.0,2235.0,1364.0,534.0,944.0,1107.0,686.0,190.0,414.0,275.0,349.0,113.0,457.0,337.0,666.0,506.0,290.0,931.0,398.0,1216.0,1351.0,2446.0,3487.0,3304.0,2017
Mesquite city, Texas,47892,Male,553.0,1495.0,2249.0,2254.0,3744.0,2316.0,5926.0,1382.0,5055.0,5199.0,4010.0,421.0,2589.0,1735.0,1209.0,458.0,1329.0,968.0,1746.0,550.0,1786.0,943.0,3345.0,2749.0,2409.0,3616.0,2401.0,3125.0,1938.0,2178.0,2663.0,1450.0,2017
Midland city, Texas,48072,Male,755.0,2920.0,8537.0,9524.0,6461.0,1187.0,4585.0,393.0,179.0,1338.0,1225.0,779.0,1181.0,1204.0,811.0,1173.0,902.0,298.0,608.0,360.0,2211.0,98.0,1416.0,2227.0,1345.0,2302.0,1541.0,2358.0,4461.0,1859.0,7135.0,8917.0,2017
Mission city, Texas,48768,Male,655.0,1488.0,2999.0,3514.0,2020.0,609.0,1957.0,301.0,638.0,1105.0,0.0,683.0,70.0,355.0,1472.0,282.0,1149.0,395.0,1916.0,607.0,1374.0,580.0,374.0,942.0,1119.0,514.0,682.0,591.0,1030.0,671.0,1531.0,2411.0,2017
Missouri City city, Texas,48804,Male,389.0,233.0,3277.0,2386.0,2053.0,802.0,2084.0,691.0,892.0,1726.0,1526.0,73.0,603.0,282.0,647.0,175.0,787.0,547.0,224.0,373.0,920.0,566.0,813.0,1205.0,1054.0,1010.0,536.0,1248.0,1095.0,1566.0,1839.0,3079.0,2017
New Braunfels city, Texas,50820,Male,733.0,2416.0,3274.0,3501.0,1888.0,1199.0,2843.0,525.0,0.0,1553.0,1138.0,471.0,1110.0,608.0,317.0,258.0,1147.0,742.0,655.0,746.0,952.0,542.0,939.0,1599.0,1455.0,1360.0,1315.0,1224.0,980.0,1367.0,2595.0,2872.0,2017
North Richland Hills city, Texas,52356,Male,259.0,1106.0,1351.0,1899.0,3355.0,1974.0,3249.0,632.0,878.0,2817.0,983.0,314.0,854.0,735.0,610.0,68.0,827.0,100.0,522.0,645.0,1293.0,237.0,1027.0,1599.0,1064.0,1539.0,986.0,1204.0,969.0,1454.0,2169.0,3523.0,2017
Odessa city, Texas,53388,Male,1004.0,3152.0,7072.0,6714.0,4144.0,2534.0,3323.0,302.0,208.0,937.0,1026.0,1302.0,1753.0,1090.0,1711.0,1144.0,870.0,223.0,629.0,451.0,406.0,493.0,1556.0,3598.0,1849.0,2490.0,2302.0,2254.0,3282.0,2288.0,2546.0,3816.0,2017
Pasadena city, Texas,56000,Male,790.0,2428.0,4555.0,4887.0,5166.0,3826.0,5085.0,1429.0,1550.0,2794.0,3449.0,1058.0,1355.0,1425.0,1298.0,1785.0,1375.0,1476.0,1028.0,1194.0,2437.0,1500.0,3513.0,3121.0,2584.0,3663.0,2536.0,2299.0,1896.0,2022.0,3497.0,3894.0,2017
Pearland city, Texas,56348,Male,417.0,1299.0,1473.0,2859.0,2690.0,3087.0,7615.0,3755.0,2868.0,3350.0,2613.0,1690.0,1041.0,511.0,673.0,777.0,650.0,384.0,703.0,526.0,654.0,323.0,2282.0,1942.0,795.0,3064.0,803.0,2268.0,3252.0,3257.0,3322.0,9671.0,2017
Pharr city, Texas,57200,Male,,,,,,,,,,,,,742.0,520.0,807.0,0.0,1033.0,929.0,1185.0,1154.0,1161.0,520.0,1520.0,1405.0,1475.0,526.0,653.0,1340.0,837.0,928.0,685.0,1000.0,2017
Plano city, Texas,58016,Male,752.0,4952.0,7541.0,10550.0,12194.0,5344.0,13449.0,2537.0,2385.0,8664.0,7008.0,924.0,2551.0,1844.0,2132.0,1242.0,2259.0,705.0,1447.0,1223.0,3577.0,1781.0,2394.0,5722.0,3518.0,3947.0,2738.0,4178.0,4581.0,4225.0,13055.0,27761.0,2017
Richardson city, Texas,61796,Male,234.0,2777.0,3270.0,3915.0,3340.0,2562.0,5634.0,665.0,1087.0,2177.0,2865.0,165.0,2046.0,734.0,1059.0,1582.0,818.0,394.0,229.0,949.0,840.0,992.0,901.0,2310.0,1683.0,2224.0,1280.0,2424.0,1421.0,1640.0,3127.0,8090.0,2017
Round Rock city, Texas,63500,Male,1072.0,3636.0,3596.0,3846.0,6963.0,2164.0,4361.0,1698.0,1651.0,2999.0,1637.0,329.0,3120.0,859.0,918.0,518.0,863.0,0.0,1353.0,577.0,1187.0,1543.0,1168.0,4861.0,2452.0,2291.0,1193.0,1840.0,1730.0,2486.0,3813.0,6492.0,2017
San Angelo city, Texas,64472,Male,1562.0,4578.0,7311.0,6511.0,1951.0,104.0,685.0,217.0,0.0,481.0,245.0,748.0,559.0,913.0,1380.0,621.0,1308.0,410.0,1069.0,1546.0,2582.0,511.0,2747.0,2666.0,943.0,1019.0,957.0,1346.0,1175.0,1483.0,1976.0,1891.0,2017
San Antonio city, Texas,65000,Male,4906.0,23250.0,46023.0,58102.0,76535.0,25066.0,60881.0,9719.0,9673.0,23674.0,13548.0,9417.0,20010.0,13280.0,12469.0,10638.0,15891.0,9251.0,18132.0,14238.0,27271.0,13138.0,31512.0,35203.0,26551.0,23580.0,15363.0,21850.0,25950.0,20698.0,24633.0,29038.0,2017
Sugar Land city, Texas,70808,Male,0.0,1195.0,2012.0,2558.0,2647.0,1104.0,3838.0,677.0,1971.0,5022.0,2046.0,179.0,1588.0,1064.0,640.0,178.0,654.0,324.0,776.0,156.0,245.0,115.0,1184.0,650.0,750.0,833.0,886.0,610.0,2315.0,1484.0,2891.0,9552.0,2017
Temple city, Texas,72176,Male,372.0,2032.0,4436.0,4104.0,1124.0,187.0,1131.0,45.0,680.0,1025.0,584.0,227.0,916.0,665.0,275.0,310.0,1137.0,343.0,1194.0,753.0,598.0,765.0,1129.0,758.0,876.0,516.0,883.0,1158.0,1662.0,1139.0,1099.0,1839.0,2017
The Woodlands CDP, Texas,72656,Male,896.0,1678.0,2159.0,3912.0,2894.0,1274.0,4540.0,1000.0,991.0,3424.0,6852.0,515.0,1041.0,304.0,736.0,1080.0,788.0,774.0,651.0,466.0,479.0,522.0,1483.0,1764.0,1033.0,1661.0,570.0,932.0,1074.0,434.0,3453.0,17058.0,2017
Tyler city, Texas,74144,Male,547.0,3081.0,4044.0,5359.0,3253.0,1294.0,1544.0,47.0,608.0,786.0,1225.0,339.0,1064.0,978.0,807.0,730.0,1396.0,794.0,1204.0,1195.0,778.0,880.0,1732.0,1147.0,1188.0,1707.0,1143.0,1060.0,1842.0,1150.0,938.0,3805.0,2017
Victoria city, Texas,75428,Male,187.0,1976.0,4982.0,1766.0,735.0,413.0,979.0,786.0,489.0,1552.0,853.0,229.0,1330.0,469.0,287.0,787.0,1005.0,493.0,698.0,607.0,161.0,281.0,1125.0,1490.0,658.0,834.0,651.0,1362.0,632.0,747.0,1441.0,2563.0,2017
Waco city, Texas,76000,Male,915.0,3968.0,6087.0,9480.0,3611.0,270.0,2515.0,509.0,334.0,432.0,671.0,808.0,3820.0,1715.0,1456.0,1458.0,2315.0,950.0,1710.0,1051.0,2377.0,1853.0,3251.0,2041.0,1151.0,1766.0,1281.0,1749.0,1372.0,909.0,1656.0,2410.0,2017
Wichita Falls city, Texas,79000,Male,909.0,6017.0,5864.0,5990.0,3613.0,227.0,1473.0,25.0,69.0,468.0,415.0,178.0,1367.0,912.0,1474.0,1351.0,1470.0,965.0,1381.0,452.0,1252.0,1398.0,2118.0,3655.0,1342.0,1960.0,1640.0,1259.0,1798.0,627.0,1941.0,1882.0,2017
Layton city, Utah,43660,Male,107.0,1198.0,3166.0,3404.0,2947.0,1565.0,2368.0,1174.0,1656.0,2118.0,1161.0,46.0,1532.0,678.0,538.0,215.0,1205.0,412.0,68.0,129.0,870.0,317.0,1502.0,1483.0,472.0,1186.0,980.0,1663.0,2362.0,1678.0,3336.0,2704.0,2017
Ogden city, Utah,55980,Male,762.0,3479.0,4903.0,3703.0,2444.0,1537.0,2131.0,246.0,260.0,820.0,1163.0,159.0,1886.0,726.0,763.0,634.0,1256.0,311.0,1349.0,1100.0,1764.0,873.0,2217.0,2368.0,1071.0,1590.0,855.0,1679.0,1405.0,727.0,1399.0,1147.0,2017
Orem city, Utah,57300,Male,1442.0,3396.0,5216.0,5432.0,3410.0,927.0,1964.0,309.0,653.0,1590.0,792.0,285.0,1382.0,913.0,1051.0,1203.0,1792.0,725.0,1289.0,586.0,2020.0,609.0,1240.0,2106.0,1328.0,2089.0,866.0,1367.0,2724.0,1048.0,2039.0,2784.0,2017
Provo city, Utah,62470,Male,1617.0,4522.0,5807.0,7348.0,4626.0,2181.0,2284.0,394.0,454.0,1232.0,964.0,554.0,2991.0,2215.0,3307.0,2085.0,3539.0,1371.0,2135.0,937.0,1966.0,1230.0,1942.0,2421.0,2091.0,1994.0,673.0,963.0,1203.0,961.0,1490.0,2750.0,2017
St. George city, Utah,65330,Male,618.0,3587.0,5100.0,4710.0,2817.0,354.0,552.0,0.0,0.0,140.0,0.0,975.0,1391.0,788.0,1185.0,922.0,1137.0,486.0,431.0,902.0,1219.0,1015.0,2069.0,1604.0,2567.0,1426.0,285.0,653.0,764.0,428.0,1637.0,1757.0,2017
Salt Lake City city, Utah,67000,Male,1152.0,6514.0,12538.0,12234.0,9132.0,2803.0,6453.0,972.0,750.0,1786.0,1238.0,573.0,3631.0,2364.0,2416.0,1139.0,3816.0,772.0,1632.0,1413.0,3181.0,3040.0,5024.0,4884.0,2751.0,3723.0,2702.0,2179.0,3665.0,4183.0,5204.0,6991.0,2017
Sandy city, Utah,67440,Male,208.0,1198.0,3022.0,4844.0,4549.0,2195.0,4628.0,863.0,775.0,1534.0,636.0,201.0,1130.0,961.0,958.0,80.0,740.0,615.0,768.0,616.0,1487.0,448.0,1178.0,1692.0,1636.0,1197.0,1017.0,1304.0,2184.0,1810.0,3085.0,6177.0,2017
South Jordan city, Utah,70850,Male,239.0,964.0,1149.0,2491.0,2547.0,1735.0,3848.0,1715.0,422.0,1025.0,817.0,0.0,565.0,326.0,310.0,231.0,71.0,322.0,245.0,101.0,370.0,72.0,452.0,807.0,749.0,1198.0,613.0,1797.0,1486.0,1894.0,3516.0,5734.0,2017
West Jordan city, Utah,82950,Male,392.0,2456.0,3558.0,3959.0,5737.0,3601.0,5676.0,1569.0,1451.0,1448.0,1367.0,208.0,1888.0,2055.0,751.0,538.0,1017.0,260.0,820.0,740.0,1485.0,852.0,2198.0,2043.0,1894.0,2543.0,1818.0,2012.0,3926.0,2160.0,3392.0,2676.0,2017
West Valley City city, Utah,83470,Male,382.0,2324.0,5732.0,7851.0,7731.0,2500.0,6971.0,838.0,1100.0,1641.0,717.0,253.0,1736.0,1696.0,900.0,638.0,1456.0,1009.0,1231.0,688.0,2406.0,1594.0,4103.0,3893.0,3711.0,2917.0,1698.0,2958.0,3846.0,2157.0,1971.0,1954.0,2017
Alexandria city, Virginia,01000,Male,537.0,1337.0,2302.0,6027.0,6552.0,3494.0,9770.0,3063.0,2819.0,7818.0,4736.0,511.0,1445.0,849.0,1054.0,973.0,1040.0,289.0,1512.0,1108.0,1828.0,1074.0,1866.0,3888.0,2257.0,1575.0,2739.0,1962.0,3108.0,2321.0,4472.0,18911.0,2017
Arlington CDP, Virginia,03000,Male,646.0,2924.0,6323.0,8985.0,9015.0,6141.0,15274.0,4783.0,5460.0,8433.0,3908.0,815.0,995.0,1045.0,1305.0,534.0,2007.0,95.0,1249.0,764.0,2006.0,1420.0,2765.0,3566.0,2364.0,2152.0,2257.0,4000.0,5962.0,5572.0,12544.0,30686.0,2017
Centreville CDP, Virginia,14440,Male,88.0,756.0,1581.0,2858.0,3059.0,1592.0,4358.0,1749.0,901.0,2453.0,1690.0,710.0,1339.0,550.0,907.0,381.0,741.0,179.0,827.0,356.0,648.0,327.0,1332.0,605.0,1077.0,705.0,1134.0,1146.0,1522.0,1118.0,3463.0,7148.0,2017
Chesapeake city, Virginia,16000,Male,1046.0,3766.0,5903.0,7406.0,9857.0,4430.0,9847.0,1676.0,4679.0,6946.0,2466.0,1603.0,2837.0,2331.0,1952.0,936.0,2276.0,1470.0,2018.0,1334.0,2245.0,1164.0,2765.0,3042.0,3146.0,3207.0,2746.0,3912.0,7380.0,3777.0,8500.0,10668.0,2017
Dale City CDP, Virginia,21088,Male,115.0,215.0,674.0,3199.0,642.0,157.0,3149.0,94.0,898.0,3854.0,4040.0,1685.0,1017.0,873.0,530.0,59.0,712.0,598.0,816.0,50.0,623.0,472.0,939.0,1735.0,1944.0,2048.0,991.0,817.0,952.0,1122.0,1867.0,3312.0,2017
Hampton city, Virginia,35000,Male,547.0,3258.0,3746.0,7006.0,4505.0,1801.0,4356.0,1210.0,839.0,2022.0,1850.0,520.0,2658.0,2462.0,781.0,1352.0,1145.0,1168.0,1062.0,985.0,1641.0,792.0,2878.0,1902.0,2355.0,2305.0,1642.0,2417.0,1662.0,1761.0,3196.0,3183.0,2017
Lynchburg city, Virginia,47672,Male,675.0,2584.0,3855.0,4632.0,1453.0,530.0,604.0,227.0,272.0,213.0,685.0,182.0,3156.0,1786.0,1386.0,548.0,739.0,798.0,823.0,504.0,769.0,419.0,913.0,1594.0,1843.0,1362.0,727.0,1218.0,942.0,692.0,783.0,992.0,2017
Newport News city, Virginia,56000,Male,643.0,5566.0,8891.0,8805.0,3915.0,3371.0,5595.0,1089.0,643.0,3624.0,2349.0,849.0,2327.0,1500.0,1940.0,1694.0,1369.0,460.0,1972.0,839.0,2340.0,1649.0,2711.0,3522.0,4459.0,3503.0,2138.0,3205.0,3804.0,4012.0,4494.0,3144.0,2017
Norfolk city, Virginia,57000,Male,6244.0,8273.0,10965.0,12116.0,12095.0,4058.0,9031.0,1329.0,1831.0,2896.0,1379.0,1439.0,3985.0,3424.0,2209.0,1947.0,3680.0,1359.0,4150.0,3993.0,5397.0,5771.0,5613.0,4224.0,4168.0,3445.0,2603.0,4756.0,4708.0,4570.0,5823.0,5813.0,2017
Portsmouth city, Virginia,64000,Male,1059.0,933.0,3249.0,3882.0,2808.0,1927.0,5139.0,882.0,202.0,1012.0,716.0,0.0,1039.0,513.0,957.0,424.0,770.0,292.0,844.0,30.0,1769.0,1374.0,1783.0,1333.0,1584.0,852.0,1555.0,1386.0,2895.0,1380.0,2161.0,1031.0,2017
Richmond city, Virginia,67000,Male,774.0,3827.0,11950.0,9825.0,11525.0,2766.0,6390.0,970.0,825.0,1579.0,1077.0,706.0,4075.0,3471.0,2773.0,1294.0,3798.0,1833.0,3039.0,1345.0,3661.0,1525.0,4848.0,2505.0,3338.0,3919.0,2077.0,3432.0,3615.0,2482.0,3794.0,6138.0,2017
Roanoke city, Virginia,68000,Male,272.0,2235.0,2784.0,5775.0,2542.0,406.0,6440.0,116.0,92.0,741.0,592.0,128.0,910.0,1398.0,790.0,745.0,1839.0,961.0,487.0,524.0,1605.0,822.0,1712.0,1971.0,735.0,1755.0,1281.0,2061.0,1202.0,1014.0,1779.0,1404.0,2017
Suffolk city, Virginia,76432,Male,312.0,1036.0,1704.0,1464.0,3155.0,1595.0,3522.0,1365.0,1969.0,3227.0,993.0,916.0,875.0,103.0,852.0,271.0,1160.0,1254.0,534.0,598.0,597.0,581.0,1385.0,926.0,1039.0,1414.0,1271.0,1633.0,2121.0,1669.0,2641.0,3139.0,2017
Virginia Beach city, Virginia,82000,Male,2351.0,8381.0,12069.0,20959.0,22121.0,13080.0,19740.0,3708.0,4687.0,8149.0,4430.0,2080.0,4712.0,3712.0,2726.0,3116.0,4292.0,1709.0,4680.0,1986.0,6564.0,3488.0,7868.0,7574.0,7112.0,9183.0,5838.0,9645.0,11256.0,10156.0,13104.0,17584.0,2017
Auburn city, Washington,03180,Male,266.0,1478.0,2856.0,1771.0,2189.0,1127.0,3276.0,721.0,881.0,1918.0,2641.0,1039.0,964.0,812.0,834.0,248.0,298.0,181.0,875.0,378.0,936.0,466.0,2199.0,2265.0,1230.0,1181.0,1060.0,1617.0,2025.0,820.0,3140.0,2641.0,2017
Bellevue city, Washington,05210,Male,458.0,3024.0,6459.0,7247.0,8244.0,3200.0,5829.0,1509.0,2157.0,4189.0,1067.0,56.0,932.0,758.0,1014.0,474.0,1784.0,492.0,1013.0,258.0,798.0,260.0,1034.0,1365.0,1615.0,1229.0,1614.0,1076.0,2573.0,2656.0,5450.0,22762.0,2017
Bellingham city, Washington,05280,Male,866.0,3526.0,8418.0,3880.0,2970.0,641.0,1969.0,219.0,350.0,701.0,132.0,473.0,2653.0,1123.0,760.0,599.0,1749.0,557.0,1512.0,617.0,824.0,110.0,1565.0,3727.0,1043.0,1080.0,1554.0,1607.0,1968.0,740.0,2180.0,2707.0,2017
Everett city, Washington,22640,Male,333.0,3372.0,3412.0,3841.0,3526.0,1576.0,3526.0,1168.0,1575.0,3709.0,4173.0,676.0,1645.0,742.0,997.0,295.0,1026.0,921.0,766.0,898.0,1882.0,814.0,2323.0,3044.0,2765.0,2505.0,1572.0,1682.0,3260.0,2264.0,2323.0,3504.0,2017
Federal Way city, Washington,23515,Male,578.0,320.0,2563.0,2426.0,3709.0,1943.0,4335.0,734.0,1616.0,2489.0,3136.0,2244.0,1414.0,1083.0,861.0,605.0,910.0,725.0,1201.0,422.0,982.0,1513.0,1991.0,2385.0,2148.0,2201.0,757.0,1094.0,2827.0,1484.0,1763.0,3822.0,2017
Kennewick city, Washington,35275,Male,721.0,2633.0,2272.0,4044.0,2685.0,2082.0,2924.0,38.0,365.0,608.0,571.0,121.0,667.0,480.0,1248.0,663.0,817.0,632.0,704.0,690.0,1308.0,502.0,2085.0,1600.0,704.0,1189.0,1454.0,1247.0,1186.0,1203.0,1575.0,2544.0,2017
Kent city, Washington,35415,Male,628.0,694.0,4161.0,5957.0,5587.0,2670.0,5211.0,1347.0,2297.0,3273.0,3526.0,218.0,1593.0,1201.0,885.0,1011.0,2000.0,768.0,920.0,1550.0,2418.0,1131.0,2197.0,3179.0,3752.0,2894.0,2183.0,2220.0,2940.0,2204.0,2479.0,3515.0,2017
Kirkland city, Washington,35940,Male,342.0,827.0,3109.0,2906.0,3931.0,1493.0,4464.0,1017.0,980.0,2127.0,2024.0,217.0,805.0,734.0,297.0,243.0,425.0,239.0,426.0,177.0,331.0,288.0,786.0,1423.0,702.0,596.0,574.0,524.0,2435.0,1649.0,3263.0,11770.0,2017
Marysville city, Washington,43955,Male,47.0,1282.0,1284.0,2016.0,2347.0,1954.0,3267.0,764.0,565.0,2242.0,2305.0,899.0,1484.0,647.0,322.0,633.0,603.0,62.0,340.0,279.0,278.0,667.0,375.0,1098.0,587.0,828.0,529.0,758.0,2352.0,1909.0,2551.0,4898.0,2017
Pasco city, Washington,53545,Male,673.0,1130.0,3721.0,3623.0,3083.0,702.0,1666.0,63.0,809.0,955.0,344.0,70.0,1324.0,821.0,446.0,24.0,1422.0,155.0,780.0,480.0,1209.0,402.0,678.0,1064.0,1431.0,617.0,909.0,460.0,2162.0,1139.0,1986.0,1641.0,2017
Renton city, Washington,57745,Male,80.0,1396.0,1647.0,2429.0,4812.0,2280.0,6734.0,1263.0,1255.0,3396.0,2775.0,1195.0,1005.0,563.0,331.0,365.0,879.0,758.0,798.0,1257.0,1171.0,349.0,1017.0,2897.0,2353.0,2354.0,1697.0,1976.0,3241.0,1972.0,3474.0,4915.0,2017
Seattle city, Washington,63000,Male,3527.0,10246.0,19452.0,25686.0,36127.0,18138.0,35646.0,10127.0,12375.0,21889.0,11479.0,2796.0,8433.0,6878.0,5997.0,3387.0,7671.0,2058.0,4025.0,3849.0,7671.0,3819.0,10941.0,10382.0,9744.0,11735.0,6686.0,10823.0,17911.0,13376.0,31679.0,70249.0,2017
Spokane city, Washington,67000,Male,1209.0,4206.0,7847.0,10200.0,9389.0,4038.0,6903.0,1726.0,803.0,1576.0,1668.0,527.0,4182.0,2531.0,2572.0,2193.0,3764.0,1810.0,2596.0,942.0,2325.0,1800.0,4421.0,4529.0,3806.0,2701.0,3015.0,3297.0,4200.0,3107.0,3021.0,4595.0,2017
Spokane Valley city, Washington,67167,Male,1170.0,2376.0,5006.0,5853.0,2840.0,1827.0,2874.0,41.0,546.0,944.0,666.0,395.0,1664.0,1150.0,1356.0,602.0,1045.0,673.0,1264.0,1218.0,1366.0,1268.0,1772.0,901.0,1674.0,1611.0,1935.0,1439.0,2781.0,1294.0,2718.0,1985.0,2017
Tacoma city, Washington,70000,Male,751.0,2056.0,7458.0,7734.0,8131.0,2513.0,6690.0,1179.0,2190.0,4341.0,5245.0,3787.0,2431.0,1739.0,1952.0,1709.0,2505.0,871.0,1560.0,760.0,2597.0,1955.0,3069.0,3394.0,3926.0,4225.0,3246.0,3069.0,4655.0,3506.0,6255.0,6155.0,2017
Vancouver city, Washington,74060,Male,419.0,3817.0,4978.0,7420.0,6536.0,2350.0,5739.0,678.0,2354.0,3448.0,3445.0,1303.0,2183.0,950.0,979.0,731.0,1804.0,1283.0,1130.0,1704.0,2342.0,1708.0,2552.0,4161.0,3572.0,3617.0,1823.0,2268.0,4825.0,2500.0,4516.0,5648.0,2017
Yakima city, Washington,80010,Male,724.0,3280.0,5664.0,4464.0,3450.0,783.0,1203.0,0.0,322.0,390.0,82.0,619.0,1349.0,719.0,976.0,846.0,1457.0,957.0,1268.0,776.0,774.0,1346.0,1780.0,1650.0,2262.0,1761.0,1063.0,911.0,1367.0,924.0,825.0,1614.0,2017
Appleton city, Wisconsin,02375,Male,860.0,2072.0,4593.0,4160.0,2862.0,1297.0,1491.0,328.0,411.0,1053.0,81.0,362.0,1563.0,833.0,1168.0,532.0,828.0,125.0,580.0,345.0,554.0,693.0,1141.0,2052.0,848.0,1676.0,703.0,1487.0,1695.0,1216.0,1957.0,2496.0,2017
Eau Claire city, Wisconsin,22300,Male,775.0,3178.0,3952.0,4554.0,2500.0,1018.0,1045.0,365.0,49.0,186.0,477.0,297.0,1249.0,1324.0,1821.0,1242.0,744.0,219.0,629.0,377.0,872.0,303.0,721.0,1774.0,847.0,1417.0,1457.0,1070.0,1357.0,1574.0,1758.0,1734.0,2017
