City Name,Gender,1 to 2499 USD,2500 to 4999 USD,5000 to 7499 USD,7500 to 9999 USD,10000 to 12499 USD,12500 to 14999 USD,15000 to 17499 USD,17500 to 19999 USD,20000 to 22499 USD,22500 to 24999 USD,25000 to 29999 USD,30000 to 34999 USD,35000 to 39999 USD,40000 to 44999 USD,45000 to 49999 USD,50000 to 54999 USD,55000 to 64999 USD,65000 to 74999 USD,75000 to 99999 USD,100000 or more USD,State Code,Zip Code,Year,State,City
Arlington city,Female,5976.0,4554.0,6583.0,4960.0,6256.0,3224.0,4863.0,2694.0,5014.0,2022.0,6920.0,4840.0,7284.0,5085.0,3661.0,4581.0,5036.0,3731.0,4786.0,3921.0,48,04000,2014, Texas,
Atascocita CDP,Female,1297.0,257.0,1007.0,346.0,1077.0,283.0,684.0,0.0,297.0,1383.0,722.0,860.0,992.0,1327.0,1177.0,1656.0,1707.0,1643.0,669.0,707.0,48,04462,2014, Texas,
Austin city,Female,17226.0,12084.0,11697.0,6102.0,15760.0,8311.0,11916.0,6815.0,10813.0,7087.0,18911.0,15790.0,13583.0,16652.0,10495.0,13469.0,13578.0,9827.0,14687.0,15569.0,48,05000,2014, Texas,
Baytown city,Female,1437.0,1279.0,775.0,617.0,994.0,740.0,606.0,843.0,985.0,173.0,641.0,706.0,569.0,502.0,484.0,510.0,734.0,399.0,319.0,273.0,48,06128,2014, Texas,
Beaumont city,Female,1987.0,1550.0,2205.0,885.0,1795.0,1731.0,1226.0,1015.0,1059.0,736.0,1491.0,1854.0,1000.0,1559.0,1221.0,1155.0,894.0,585.0,1552.0,398.0,48,07000,2014, Texas,
Brownsville city,Female,1650.0,2383.0,1565.0,2804.0,3354.0,2001.0,2833.0,1879.0,2018.0,625.0,2741.0,1720.0,1604.0,1770.0,844.0,1442.0,1001.0,572.0,425.0,464.0,48,10768,2014, Texas,
Bryan city,Female,2168.0,1811.0,1567.0,855.0,1449.0,1328.0,858.0,1013.0,1849.0,256.0,2003.0,1183.0,1813.0,478.0,268.0,497.0,850.0,633.0,112.0,1002.0,48,10912,2014, Texas,
Carrollton city,Female,2020.0,1411.0,1474.0,1260.0,1398.0,1423.0,1422.0,943.0,1442.0,1126.0,3166.0,2733.0,1771.0,1831.0,1366.0,1513.0,1631.0,2113.0,2169.0,3056.0,48,13024,2014, Texas,
College Station city,Female,6642.0,2540.0,3238.0,1503.0,2132.0,829.0,1857.0,589.0,1272.0,1081.0,1424.0,1583.0,1328.0,1040.0,612.0,489.0,675.0,625.0,514.0,480.0,48,15976,2014, Texas,
Conroe city,Female,1127.0,323.0,1157.0,595.0,899.0,561.0,1633.0,348.0,1075.0,246.0,938.0,954.0,337.0,622.0,342.0,899.0,442.0,329.0,539.0,520.0,48,16432,2014, Texas,
Corpus Christi city,Female,6026.0,3958.0,4573.0,3749.0,6685.0,2966.0,4070.0,2908.0,4767.0,2927.0,5205.0,5701.0,2788.0,4125.0,3024.0,3712.0,3597.0,1434.0,3031.0,2067.0,48,17000,2014, Texas,
Dallas city,Female,18674.0,13722.0,15377.0,13034.0,22232.0,12878.0,20279.0,11668.0,17857.0,7720.0,22701.0,20800.0,13612.0,15969.0,10345.0,11663.0,14443.0,11364.0,14837.0,16829.0,48,19000,2014, Texas,
Denton city,Female,4711.0,3699.0,2443.0,1721.0,2690.0,2046.0,1960.0,509.0,1584.0,759.0,1970.0,1215.0,1553.0,1646.0,1873.0,1521.0,2095.0,1375.0,1428.0,872.0,48,19972,2014, Texas,
Edinburg city,Female,2505.0,1176.0,1206.0,754.0,1197.0,774.0,540.0,758.0,647.0,568.0,932.0,1449.0,653.0,933.0,1423.0,1454.0,600.0,513.0,444.0,362.0,48,22660,2014, Texas,
El Paso city,Female,9831.0,8709.0,8794.0,8361.0,12012.0,7531.0,8725.0,8324.0,7429.0,6473.0,10955.0,6840.0,5665.0,6368.0,6234.0,4644.0,6142.0,3762.0,4165.0,3063.0,48,24000,2014, Texas,
Flower Mound town,Female,1337.0,880.0,899.0,543.0,742.0,307.0,474.0,305.0,864.0,622.0,1056.0,705.0,482.0,1371.0,997.0,1081.0,1602.0,1110.0,1650.0,2536.0,48,26232,2014, Texas,
Fort Worth city,Female,13551.0,8797.0,12497.0,7132.0,12753.0,8430.0,11521.0,5222.0,10377.0,6355.0,13598.0,12369.0,10112.0,10062.0,7528.0,10156.0,9651.0,8063.0,10579.0,5542.0,48,27000,2014, Texas,
Frisco city,Female,2030.0,1274.0,1545.0,821.0,1140.0,958.0,1297.0,426.0,648.0,712.0,1628.0,1599.0,1218.0,1364.0,714.0,2154.0,2662.0,2413.0,4479.0,4584.0,48,27684,2014, Texas,
Garland city,Female,5550.0,2400.0,3070.0,2765.0,2811.0,3191.0,3218.0,1967.0,2557.0,2212.0,3774.0,3601.0,3690.0,2579.0,1991.0,2087.0,2794.0,1524.0,3148.0,1592.0,48,29000,2014, Texas,
Grand Prairie city,Female,2227.0,2964.0,2104.0,2353.0,3169.0,1491.0,1787.0,832.0,2905.0,2224.0,2912.0,4090.0,2950.0,2435.0,2017.0,2447.0,2335.0,2028.0,1835.0,1825.0,48,30464,2014, Texas,
Harlingen city,Female,770.0,809.0,1016.0,819.0,1114.0,740.0,926.0,290.0,1205.0,217.0,383.0,359.0,340.0,772.0,404.0,635.0,456.0,352.0,466.0,32.0,48,32372,2014, Texas,
Houston city,Female,37368.0,25700.0,29277.0,20805.0,39749.0,21616.0,32519.0,22601.0,30799.0,17024.0,32367.0,34797.0,24545.0,26367.0,21413.0,18925.0,22861.0,17890.0,25610.0,31820.0,48,35000,2014, Texas,
Irving city,Female,3532.0,2406.0,3520.0,2679.0,4987.0,2658.0,3234.0,1900.0,2944.0,1450.0,4330.0,2787.0,3233.0,3335.0,2358.0,2322.0,2968.0,1255.0,2403.0,2876.0,48,37000,2014, Texas,
Killeen city,Female,2541.0,1375.0,2645.0,1669.0,2110.0,1796.0,1810.0,2224.0,1813.0,1455.0,3587.0,2944.0,1955.0,1603.0,1698.0,1501.0,1520.0,698.0,995.0,721.0,48,39148,2014, Texas,
Laredo city,Female,3960.0,2587.0,2830.0,2442.0,4972.0,4005.0,3400.0,2737.0,2623.0,1144.0,2632.0,2199.0,2583.0,1696.0,1303.0,2201.0,2117.0,998.0,984.0,799.0,48,41464,2014, Texas,
League City city,Female,2241.0,743.0,961.0,798.0,1122.0,718.0,1649.0,995.0,2087.0,196.0,1225.0,361.0,1103.0,1024.0,1134.0,2073.0,1207.0,1556.0,1144.0,2178.0,48,41980,2014, Texas,
Lewisville city,Female,1336.0,791.0,1232.0,934.0,1555.0,486.0,1103.0,995.0,2132.0,782.0,2143.0,2444.0,1997.0,1546.0,2078.0,1588.0,1991.0,689.0,2045.0,1173.0,48,42508,2014, Texas,
Longview city,Female,2345.0,1026.0,1809.0,901.0,1551.0,1285.0,1087.0,231.0,1866.0,883.0,1447.0,952.0,834.0,996.0,955.0,552.0,1031.0,245.0,695.0,645.0,48,43888,2014, Texas,
Lubbock city,Female,7162.0,5556.0,4541.0,2784.0,3919.0,2647.0,3565.0,3130.0,3161.0,3217.0,5207.0,3542.0,4796.0,2909.0,1876.0,1732.0,2128.0,1461.0,1733.0,1404.0,48,45000,2014, Texas,
McAllen city,Female,2655.0,1358.0,2236.0,1958.0,2794.0,1071.0,1181.0,1075.0,1624.0,778.0,1427.0,1354.0,1033.0,1197.0,1334.0,1550.0,1270.0,787.0,565.0,925.0,48,45384,2014, Texas,
McKinney city,Female,2026.0,1416.0,2643.0,1305.0,1759.0,1241.0,2099.0,1431.0,1335.0,969.0,2897.0,2828.0,2132.0,2584.0,1814.0,2300.0,2425.0,2676.0,3529.0,2684.0,48,45744,2014, Texas,
Mesquite city,Female,2227.0,1152.0,1331.0,1188.0,3066.0,1643.0,2595.0,1291.0,3437.0,957.0,2833.0,2409.0,1523.0,2013.0,1641.0,2237.0,1904.0,1494.0,1452.0,481.0,48,47892,2014, Texas,
Midland city,Female,2685.0,1678.0,2062.0,599.0,2041.0,1268.0,1283.0,781.0,2099.0,1532.0,2627.0,2122.0,1686.0,1413.0,1326.0,2215.0,1226.0,1215.0,1034.0,1754.0,48,48072,2014, Texas,
Mission city,Female,1190.0,1016.0,411.0,1172.0,1840.0,1396.0,1147.0,350.0,457.0,884.0,580.0,607.0,474.0,1187.0,259.0,729.0,933.0,398.0,1111.0,64.0,48,48768,2014, Texas,
Missouri City city,Female,1443.0,651.0,1072.0,399.0,1204.0,571.0,738.0,733.0,1415.0,363.0,971.0,1297.0,1294.0,1528.0,898.0,1022.0,1431.0,1591.0,1794.0,1671.0,48,48804,2014, Texas,
New Braunfels city,Female,998.0,1072.0,794.0,467.0,1076.0,247.0,605.0,652.0,1429.0,614.0,846.0,520.0,936.0,984.0,858.0,1225.0,685.0,736.0,233.0,436.0,48,50820,2014, Texas,
North Richland Hills city,Female,1305.0,747.0,1144.0,790.0,1255.0,134.0,798.0,697.0,583.0,747.0,856.0,2178.0,1212.0,785.0,779.0,959.0,962.0,871.0,491.0,649.0,48,52356,2014, Texas,
Odessa city,Female,2666.0,1749.0,919.0,1129.0,1577.0,1071.0,1596.0,1101.0,1328.0,1246.0,1521.0,1802.0,1315.0,2397.0,1485.0,1016.0,1230.0,364.0,716.0,849.0,48,53388,2014, Texas,
Pasadena city,Female,3570.0,923.0,2193.0,2354.0,1918.0,1286.0,2532.0,1166.0,2868.0,883.0,2578.0,2233.0,1342.0,1217.0,876.0,1719.0,1012.0,1114.0,762.0,945.0,48,56000,2014, Texas,
Pearland city,Female,1149.0,749.0,1065.0,1066.0,734.0,300.0,771.0,535.0,226.0,402.0,794.0,936.0,1302.0,1455.0,2741.0,1881.0,2012.0,841.0,3239.0,4061.0,48,56348,2014, Texas,
Pharr city,Female,1430.0,1046.0,2112.0,1352.0,1074.0,835.0,1169.0,493.0,755.0,536.0,785.0,152.0,842.0,524.0,157.0,228.0,490.0,258.0,0.0,0.0,48,57200,2014, Texas,
Plano city,Female,3532.0,2008.0,3436.0,1949.0,3813.0,1849.0,2680.0,1228.0,2661.0,1816.0,3441.0,3623.0,3615.0,3650.0,5168.0,4661.0,4988.0,3781.0,7384.0,7193.0,48,58016,2014, Texas,
Richardson city,Female,1946.0,971.0,1696.0,631.0,1165.0,762.0,1281.0,1521.0,757.0,579.0,851.0,1262.0,2045.0,1332.0,1127.0,1689.0,2804.0,1587.0,2449.0,2263.0,48,61796,2014, Texas,
Round Rock city,Female,2384.0,1779.0,1487.0,864.0,2108.0,294.0,1883.0,368.0,843.0,1073.0,1947.0,2171.0,1117.0,2180.0,1635.0,1308.0,1528.0,1275.0,2162.0,1447.0,48,63500,2014, Texas,
San Angelo city,Female,1571.0,1579.0,828.0,668.0,1723.0,1019.0,1982.0,470.0,3078.0,609.0,2404.0,1258.0,1016.0,612.0,738.0,705.0,528.0,268.0,521.0,318.0,48,64472,2014, Texas,
San Antonio city,Female,26439.0,22978.0,21544.0,14686.0,24780.0,15467.0,22229.0,12904.0,19433.0,12437.0,25438.0,23152.0,15240.0,15016.0,13710.0,13905.0,16893.0,7387.0,11741.0,9333.0,48,65000,2014, Texas,
Sugar Land city,Female,416.0,1049.0,1112.0,50.0,778.0,194.0,911.0,137.0,529.0,273.0,463.0,631.0,544.0,971.0,1762.0,953.0,2317.0,750.0,2540.0,2092.0,48,70808,2014, Texas,
Temple city,Female,1119.0,866.0,993.0,670.0,1081.0,715.0,814.0,1356.0,1311.0,603.0,776.0,981.0,471.0,726.0,897.0,279.0,784.0,256.0,324.0,961.0,48,72176,2014, Texas,
The Woodlands CDP,Female,777.0,1856.0,790.0,563.0,748.0,1194.0,623.0,113.0,1140.0,443.0,647.0,627.0,580.0,708.0,760.0,1112.0,988.0,2322.0,1667.0,2650.0,48,72656,2014, Texas,
Tyler city,Female,2680.0,1767.0,1528.0,994.0,1826.0,915.0,1097.0,1156.0,1047.0,481.0,1968.0,1468.0,1555.0,1309.0,402.0,1569.0,611.0,479.0,433.0,468.0,48,74144,2014, Texas,
Victoria city,Female,570.0,1218.0,1009.0,1192.0,1382.0,1310.0,1132.0,555.0,1002.0,484.0,1205.0,897.0,577.0,966.0,454.0,529.0,628.0,193.0,374.0,582.0,48,75428,2014, Texas,
Waco city,Female,3451.0,1807.0,2020.0,1587.0,3624.0,1041.0,2065.0,1148.0,2972.0,886.0,1629.0,1534.0,1255.0,1496.0,1573.0,857.0,563.0,369.0,563.0,599.0,48,76000,2014, Texas,
Wichita Falls city,Female,3223.0,1200.0,1388.0,1422.0,2525.0,922.0,2502.0,524.0,555.0,992.0,1833.0,1601.0,1272.0,1374.0,609.0,929.0,359.0,325.0,259.0,450.0,48,79000,2014, Texas,
Layton city,Female,1222.0,1111.0,1052.0,1001.0,1301.0,933.0,960.0,867.0,407.0,396.0,876.0,1401.0,774.0,439.0,258.0,638.0,754.0,600.0,390.0,376.0,49,43660,2014, Utah,
Millcreek CDP,Female,916.0,1034.0,886.0,755.0,860.0,799.0,783.0,379.0,939.0,679.0,1463.0,1149.0,923.0,855.0,399.0,807.0,839.0,389.0,532.0,610.0,49,50150,2014, Utah,
Ogden city,Female,1871.0,1855.0,1416.0,998.0,1492.0,1163.0,1586.0,520.0,2045.0,1109.0,1949.0,1099.0,1140.0,866.0,750.0,535.0,429.0,106.0,200.0,300.0,49,55980,2014, Utah,
Orem city,Female,2546.0,2325.0,1538.0,1328.0,2177.0,981.0,1435.0,803.0,813.0,336.0,903.0,1673.0,936.0,903.0,448.0,342.0,582.0,461.0,410.0,248.0,49,57300,2014, Utah,
Provo city,Female,5702.0,3335.0,4708.0,2490.0,3139.0,1734.0,2083.0,1203.0,1485.0,615.0,1422.0,1259.0,461.0,917.0,274.0,656.0,493.0,278.0,224.0,140.0,49,62470,2014, Utah,
St. George city,Female,1068.0,1186.0,1621.0,1535.0,2635.0,337.0,1312.0,483.0,1434.0,774.0,1816.0,1296.0,651.0,454.0,193.0,97.0,275.0,86.0,248.0,254.0,49,65330,2014, Utah,
Salt Lake City city,Female,4752.0,2291.0,3154.0,1594.0,3764.0,2606.0,2676.0,1121.0,2685.0,1955.0,3860.0,3044.0,1528.0,2134.0,1349.0,1383.0,2321.0,1607.0,1624.0,2231.0,49,67000,2014, Utah,
Sandy city,Female,2509.0,996.0,1748.0,621.0,1005.0,990.0,1001.0,228.0,1160.0,1029.0,1294.0,1104.0,1976.0,1280.0,1156.0,955.0,1525.0,708.0,825.0,1096.0,49,67440,2014, Utah,
West Jordan city,Female,1760.0,1915.0,1649.0,755.0,1733.0,950.0,1268.0,1071.0,1418.0,2044.0,2706.0,2094.0,3008.0,1146.0,1145.0,910.0,1268.0,1015.0,869.0,180.0,49,82950,2014, Utah,
West Valley City city,Female,2604.0,2077.0,1521.0,1416.0,1809.0,1508.0,1941.0,1151.0,2418.0,1090.0,3952.0,2422.0,1801.0,1277.0,1162.0,1298.0,575.0,608.0,663.0,100.0,49,83470,2014, Utah,
Alexandria city,Female,1567.0,1814.0,976.0,834.0,2365.0,889.0,3204.0,689.0,1705.0,867.0,2156.0,1840.0,1604.0,1956.0,2399.0,2794.0,4041.0,3911.0,6297.0,9378.0,51,01000,2014, Virginia,
Arlington CDP,Female,2989.0,1679.0,1894.0,1430.0,2515.0,1860.0,1608.0,586.0,1314.0,1165.0,2471.0,2622.0,1846.0,2860.0,3214.0,5336.0,5341.0,5491.0,11698.0,15261.0,51,03000,2014, Virginia,
Centreville CDP,Female,1491.0,485.0,1224.0,755.0,764.0,242.0,437.0,504.0,1280.0,309.0,823.0,1500.0,1058.0,935.0,942.0,1114.0,1591.0,1263.0,2063.0,3218.0,51,14440,2014, Virginia,
Chesapeake city,Female,3565.0,2642.0,2793.0,2875.0,3228.0,1577.0,2465.0,2116.0,2325.0,1654.0,4020.0,4679.0,4397.0,2960.0,2746.0,3096.0,3440.0,3364.0,2712.0,2145.0,51,16000,2014, Virginia,
Dale City CDP,Female,1151.0,504.0,562.0,589.0,1300.0,1312.0,524.0,703.0,616.0,297.0,978.0,1221.0,1317.0,1207.0,749.0,338.0,712.0,792.0,1249.0,686.0,51,21088,2014, Virginia,
Hampton city,Female,3093.0,1179.0,1640.0,1249.0,1701.0,1752.0,1794.0,625.0,2822.0,2006.0,2806.0,1918.0,3214.0,1813.0,1647.0,1781.0,1549.0,959.0,1214.0,882.0,51,35000,2014, Virginia,
Lynchburg city,Female,4537.0,2003.0,3035.0,933.0,983.0,183.0,760.0,884.0,578.0,704.0,1682.0,1292.0,1061.0,938.0,490.0,364.0,332.0,885.0,406.0,421.0,51,47672,2014, Virginia,
Newport News city,Female,4002.0,3514.0,2689.0,1931.0,3038.0,1000.0,2086.0,2018.0,3417.0,2310.0,4379.0,3404.0,2762.0,2861.0,2498.0,2070.0,1422.0,1277.0,1923.0,1296.0,51,56000,2014, Virginia,
Norfolk city,Female,4259.0,3490.0,3364.0,2310.0,3831.0,1836.0,3425.0,3539.0,3174.0,2586.0,5556.0,4107.0,3562.0,3205.0,1477.0,2352.0,2198.0,1343.0,2028.0,1652.0,51,57000,2014, Virginia,
Portsmouth city,Female,1731.0,1258.0,1118.0,827.0,1605.0,816.0,889.0,1662.0,1992.0,1537.0,2216.0,1683.0,1189.0,920.0,720.0,291.0,1187.0,405.0,1074.0,301.0,51,64000,2014, Virginia,
Richmond city,Female,6540.0,3455.0,3751.0,3161.0,3093.0,2195.0,3226.0,2162.0,5237.0,1922.0,4639.0,4252.0,3166.0,3272.0,1986.0,2424.0,2380.0,1777.0,3479.0,3196.0,51,67000,2014, Virginia,
Roanoke city,Female,2180.0,1785.0,1333.0,1504.0,1703.0,1406.0,1466.0,933.0,1371.0,1015.0,1517.0,2577.0,2287.0,1736.0,799.0,905.0,556.0,537.0,689.0,522.0,51,68000,2014, Virginia,
Suffolk city,Female,1301.0,995.0,1381.0,718.0,1527.0,1245.0,1423.0,833.0,1201.0,868.0,1448.0,1388.0,1514.0,1207.0,549.0,1227.0,937.0,617.0,1110.0,565.0,51,76432,2014, Virginia,
Virginia Beach city,Female,8602.0,4879.0,5086.0,3238.0,7396.0,3021.0,5102.0,2396.0,7379.0,3769.0,10884.0,10671.0,7068.0,7613.0,4393.0,5877.0,7792.0,4012.0,6526.0,5370.0,51,82000,2014, Virginia,
Auburn city,Female,1207.0,773.0,889.0,591.0,1169.0,978.0,1239.0,716.0,759.0,875.0,827.0,1153.0,1040.0,1110.0,484.0,1490.0,1051.0,483.0,1716.0,425.0,53,03180,2014, Washington,
Bellevue city,Female,2643.0,1363.0,1605.0,427.0,2248.0,534.0,708.0,762.0,1279.0,596.0,1389.0,2153.0,1309.0,1982.0,1173.0,842.0,2433.0,1419.0,3069.0,6395.0,53,05210,2014, Washington,
Bellingham city,Female,2749.0,2669.0,1418.0,1265.0,866.0,638.0,2650.0,1120.0,1361.0,372.0,1017.0,1091.0,1639.0,1237.0,831.0,603.0,1215.0,685.0,974.0,883.0,53,05280,2014, Washington,
Everett city,Female,2701.0,793.0,887.0,689.0,1914.0,1036.0,1241.0,791.0,1636.0,1226.0,1846.0,2143.0,1133.0,1578.0,902.0,1129.0,1299.0,939.0,1351.0,427.0,53,22640,2014, Washington,
Federal Way city,Female,1434.0,1218.0,1267.0,1184.0,1309.0,377.0,1967.0,1444.0,1812.0,503.0,1064.0,1589.0,1527.0,1467.0,597.0,1348.0,947.0,1363.0,929.0,946.0,53,23515,2014, Washington,
Kennewick city,Female,1575.0,794.0,534.0,812.0,1854.0,1047.0,1090.0,511.0,1755.0,713.0,1350.0,719.0,621.0,981.0,571.0,293.0,520.0,515.0,845.0,534.0,53,35275,2014, Washington,
Kent city,Female,2311.0,844.0,1726.0,1502.0,1211.0,1270.0,1829.0,1503.0,1871.0,862.0,2262.0,2205.0,2336.0,1998.0,1329.0,1576.0,1817.0,1088.0,1410.0,781.0,53,35415,2014, Washington,
Kirkland city,Female,2124.0,902.0,1103.0,797.0,1300.0,627.0,779.0,429.0,525.0,422.0,1404.0,1239.0,1356.0,849.0,740.0,1335.0,1900.0,1370.0,2739.0,2335.0,53,35940,2014, Washington,
Marysville city,Female,734.0,497.0,491.0,137.0,1130.0,1476.0,317.0,261.0,728.0,758.0,1367.0,1530.0,1119.0,1097.0,623.0,1039.0,437.0,662.0,470.0,490.0,53,43955,2014, Washington,
Pasco city,Female,497.0,891.0,1405.0,970.0,877.0,703.0,1714.0,817.0,715.0,761.0,952.0,1349.0,573.0,328.0,195.0,358.0,978.0,501.0,387.0,218.0,53,53545,2014, Washington,
Renton city,Female,1480.0,247.0,1274.0,1449.0,643.0,717.0,1601.0,1486.0,1232.0,1005.0,2341.0,1732.0,1238.0,1615.0,1501.0,1011.0,1714.0,971.0,1680.0,1355.0,53,57745,2014, Washington,
Seattle city,Female,14075.0,7170.0,7703.0,6508.0,9077.0,4071.0,8139.0,4853.0,10277.0,6074.0,10856.0,10070.0,10463.0,10557.0,8245.0,10261.0,11961.0,11085.0,17872.0,22602.0,53,63000,2014, Washington,
Spokane city,Female,4428.0,3001.0,3330.0,1427.0,3925.0,1414.0,2885.0,2456.0,3649.0,2007.0,3352.0,5240.0,2565.0,2184.0,2184.0,2630.0,2210.0,846.0,1082.0,1718.0,53,67000,2014, Washington,
Spokane Valley city,Female,1723.0,903.0,1008.0,805.0,1318.0,616.0,788.0,597.0,1165.0,1899.0,1907.0,1727.0,1882.0,1110.0,870.0,613.0,877.0,599.0,761.0,229.0,53,67167,2014, Washington,
Tacoma city,Female,3131.0,2389.0,2634.0,1166.0,3716.0,2007.0,3311.0,2503.0,4051.0,1503.0,3339.0,3473.0,1524.0,2488.0,1282.0,2454.0,2273.0,2648.0,1952.0,2278.0,53,70000,2014, Washington,
Vancouver city,Female,2300.0,2324.0,3179.0,1351.0,2241.0,1763.0,1902.0,1731.0,1983.0,1818.0,3410.0,3699.0,3377.0,1850.0,1289.0,1998.0,1983.0,1108.0,1806.0,507.0,53,74060,2014, Washington,
Yakima city,Female,2052.0,1047.0,1719.0,272.0,922.0,377.0,2270.0,1373.0,1678.0,1065.0,2102.0,1701.0,893.0,834.0,527.0,553.0,1032.0,543.0,237.0,185.0,53,80010,2014, Washington,
Appleton city,Female,2272.0,1391.0,1140.0,633.0,1627.0,731.0,425.0,438.0,1368.0,795.0,1909.0,911.0,1233.0,1103.0,627.0,1110.0,903.0,643.0,736.0,809.0,55,02375,2014, Wisconsin,
Eau Claire city,Female,2263.0,2145.0,1734.0,1964.0,1520.0,606.0,827.0,403.0,1313.0,833.0,1496.0,1423.0,1054.0,1382.0,437.0,1039.0,280.0,613.0,326.0,422.0,55,22300,2014, Wisconsin,
Green Bay city,Female,2672.0,1981.0,1320.0,714.0,1124.0,1213.0,1443.0,939.0,2223.0,1385.0,2329.0,1656.0,1311.0,1803.0,1067.0,1231.0,1418.0,660.0,511.0,476.0,55,31000,2014, Wisconsin,
Kenosha city,Female,1789.0,2063.0,1687.0,1412.0,979.0,601.0,1080.0,1498.0,1689.0,751.0,1431.0,1703.0,1331.0,969.0,660.0,1070.0,941.0,1132.0,1402.0,722.0,55,39225,2014, Wisconsin,
Madison city,Female,8415.0,7302.0,5250.0,2395.0,3971.0,1814.0,3498.0,1959.0,4508.0,1877.0,4259.0,4379.0,3093.0,4097.0,2707.0,3457.0,6287.0,2341.0,4266.0,3037.0,55,48000,2014, Wisconsin,
Milwaukee city,Female,11979.0,8258.0,9531.0,8028.0,11969.0,5722.0,7913.0,6766.0,9289.0,5847.0,12784.0,10260.0,8520.0,7256.0,5152.0,6445.0,6331.0,4828.0,3642.0,2726.0,55,53000,2014, Wisconsin,
Oshkosh city,Female,1026.0,1163.0,1614.0,1324.0,1608.0,961.0,721.0,511.0,760.0,741.0,1555.0,1152.0,1320.0,808.0,667.0,581.0,545.0,437.0,182.0,437.0,55,60500,2014, Wisconsin,
Racine city,Female,1834.0,1443.0,747.0,932.0,2177.0,684.0,952.0,722.0,1182.0,373.0,1806.0,1046.0,955.0,851.0,692.0,1132.0,1180.0,702.0,79.0,131.0,55,66000,2014, Wisconsin,
Waukesha city,Female,2087.0,1373.0,981.0,918.0,1176.0,559.0,1078.0,879.0,983.0,450.0,1171.0,1810.0,1591.0,1735.0,950.0,578.0,1172.0,906.0,959.0,755.0,55,84250,2014, Wisconsin,
Bayamón zona urbana,Female,1856.0,1515.0,1997.0,1716.0,2035.0,2730.0,2983.0,2641.0,2545.0,1873.0,3010.0,2052.0,1284.0,1398.0,488.0,608.0,658.0,372.0,529.0,461.0,72,06593,2014, Puerto Rico,
Caguas zona urbana,Female,1690.0,713.0,1472.0,934.0,1009.0,775.0,894.0,966.0,993.0,829.0,535.0,2092.0,653.0,705.0,80.0,457.0,260.0,119.0,43.0,120.0,72,10334,2014, Puerto Rico,
Carolina zona urbana,Female,2071.0,2121.0,1608.0,2109.0,2221.0,1946.0,2718.0,1849.0,1875.0,2045.0,2385.0,2365.0,1533.0,1444.0,345.0,896.0,621.0,1034.0,593.0,361.0,72,14290,2014, Puerto Rico,
Guaynabo zona urbana,Female,599.0,474.0,677.0,966.0,1135.0,1057.0,1002.0,365.0,910.0,1515.0,1020.0,1235.0,767.0,498.0,635.0,741.0,665.0,364.0,978.0,397.0,72,32522,2014, Puerto Rico,
Mayagüez zona urbana,Female,1062.0,935.0,949.0,202.0,1115.0,1288.0,887.0,386.0,279.0,570.0,440.0,341.0,307.0,54.0,82.0,0.0,0.0,133.0,86.0,159.0,72,52431,2014, Puerto Rico,
Ponce zona urbana,Female,1505.0,1055.0,1527.0,1304.0,1394.0,793.0,1547.0,1073.0,1497.0,682.0,421.0,1411.0,470.0,335.0,397.0,313.0,173.0,206.0,208.0,337.0,72,63820,2014, Puerto Rico,
San Juan zona urbana,Female,5625.0,4504.0,4708.0,4171.0,5033.0,4595.0,4349.0,3482.0,3294.0,2736.0,4991.0,4257.0,2855.0,1616.0,1150.0,1786.0,1768.0,934.0,2102.0,2304.0,72,76770,2014, Puerto Rico,
Birmingham city,Male,2869.0,2698.0,3291.0,2353.0,3911.0,656.0,2392.0,1767.0,3052.0,1573.0,3538.0,3762.0,1701.0,3665.0,1389.0,2930.0,2347.0,1886.0,3473.0,2040.0,01,07000,2015, Alabama,
Dothan city,Male,782.0,439.0,853.0,444.0,963.0,231.0,614.0,550.0,869.0,333.0,1030.0,932.0,1042.0,1035.0,725.0,866.0,1073.0,499.0,884.0,2033.0,01,21184,2015, Alabama,
Hoover city,Male,1086.0,785.0,650.0,557.0,554.0,368.0,608.0,292.0,858.0,561.0,963.0,478.0,1143.0,1269.0,925.0,934.0,2403.0,819.0,2756.0,5962.0,01,35896,2015, Alabama,
Huntsville city,Male,2184.0,1327.0,3032.0,1683.0,3388.0,1017.0,963.0,1499.0,3412.0,1896.0,3123.0,2397.0,2379.0,1610.0,1868.0,1976.0,3050.0,2063.0,3908.0,8199.0,01,37000,2015, Alabama,
Mobile city,Male,1691.0,1611.0,1647.0,1330.0,2251.0,2091.0,2318.0,1588.0,2197.0,1218.0,3043.0,3171.0,3619.0,2179.0,1648.0,2822.0,2631.0,1378.0,2854.0,4322.0,01,50000,2015, Alabama,
Montgomery city,Male,2385.0,2709.0,2510.0,1299.0,2562.0,1005.0,2467.0,1366.0,2856.0,1621.0,2933.0,3695.0,2997.0,3099.0,1320.0,2038.0,2832.0,2213.0,3262.0,4845.0,01,51000,2015, Alabama,
Tuscaloosa city,Male,2069.0,1894.0,1612.0,1646.0,1580.0,688.0,1252.0,579.0,1313.0,1253.0,1427.0,1059.0,897.0,890.0,908.0,1281.0,1442.0,632.0,1765.0,2335.0,01,77256,2015, Alabama,
