City Name,Gender,1 to 2499 USD,2500 to 4999 USD,5000 to 7499 USD,7500 to 9999 USD,10000 to 12499 USD,12500 to 14999 USD,15000 to 17499 USD,17500 to 19999 USD,20000 to 22499 USD,22500 to 24999 USD,25000 to 29999 USD,30000 to 34999 USD,35000 to 39999 USD,40000 to 44999 USD,45000 to 49999 USD,50000 to 54999 USD,55000 to 64999 USD,65000 to 74999 USD,75000 to 99999 USD,100000 or more USD,State Code,Zip Code,Year,State,City
Redwood City city,Male,903.0,936.0,557.0,541.0,601.0,138.0,377.0,209.0,2207.0,213.0,1624.0,1160.0,797.0,1279.0,681.0,1253.0,1481.0,1122.0,2953.0,6365.0,06,60102,2013, California,
Rialto city,Male,909.0,753.0,681.0,1063.0,1669.0,1087.0,1066.0,1026.0,1134.0,702.0,2155.0,2578.0,1774.0,1625.0,948.0,793.0,1143.0,1079.0,1293.0,810.0,06,60466,2013, California,
Richmond city,Male,1253.0,526.0,1224.0,1609.0,890.0,1249.0,1166.0,1185.0,2252.0,1526.0,1753.0,2305.0,2141.0,1256.0,765.0,1198.0,1769.0,1532.0,1666.0,2077.0,06,60620,2013, California,
Riverside city,Male,5232.0,3365.0,3775.0,2355.0,3491.0,2936.0,3511.0,3602.0,4287.0,1857.0,4978.0,5718.0,4073.0,4516.0,3545.0,2539.0,6312.0,3834.0,5084.0,5693.0,06,62000,2013, California,
Roseville city,Male,1321.0,1086.0,1338.0,801.0,1668.0,410.0,1452.0,382.0,769.0,821.0,1524.0,1699.0,1178.0,1504.0,1383.0,1165.0,2349.0,1661.0,4563.0,7096.0,06,62938,2013, California,
Sacramento city,Male,8027.0,4156.0,5194.0,4491.0,6049.0,4266.0,4618.0,3500.0,7099.0,3028.0,6649.0,7613.0,6694.0,7073.0,4925.0,6003.0,5471.0,5638.0,7655.0,10586.0,06,64000,2013, California,
Salinas city,Male,1638.0,1101.0,1318.0,1523.0,3509.0,3031.0,4336.0,1908.0,2517.0,981.0,2417.0,3166.0,1765.0,1910.0,1922.0,1205.0,1945.0,2210.0,1683.0,990.0,06,64224,2013, California,
San Bernardino city,Male,3306.0,1921.0,2446.0,1752.0,3594.0,1660.0,2894.0,2400.0,2939.0,1016.0,3436.0,2365.0,2197.0,2224.0,1530.0,2492.0,1836.0,1171.0,2108.0,1187.0,06,65000,2013, California,
San Buenaventura (Ventura) city,Male,1163.0,813.0,510.0,958.0,1669.0,515.0,789.0,455.0,1441.0,802.0,1051.0,1375.0,2014.0,1133.0,944.0,2256.0,1515.0,2591.0,3789.0,4125.0,06,65042,2013, California,
San Clemente city,Male,844.0,789.0,289.0,317.0,1277.0,589.0,441.0,660.0,739.0,338.0,655.0,548.0,190.0,482.0,365.0,779.0,823.0,504.0,2666.0,5706.0,06,65084,2013, California,
San Diego city,Male,17048.0,12862.0,11368.0,9595.0,16508.0,9754.0,15838.0,9326.0,19896.0,9827.0,23526.0,23799.0,20027.0,20437.0,15895.0,19094.0,25149.0,21412.0,33969.0,63851.0,06,66000,2013, California,
San Francisco city,Male,9147.0,6179.0,7799.0,5723.0,11287.0,4341.0,8024.0,5136.0,11479.0,4121.0,11949.0,12879.0,10129.0,12368.0,9624.0,12237.0,18142.0,14476.0,27336.0,76881.0,06,67000,2013, California,
San Jose city,Male,11554.0,8689.0,9129.0,6738.0,10852.0,5538.0,11118.0,7172.0,13999.0,7438.0,15103.0,15109.0,10070.0,12281.0,10874.0,11566.0,17785.0,13798.0,26687.0,66288.0,06,68000,2013, California,
San Leandro city,Male,834.0,908.0,910.0,725.0,1623.0,787.0,968.0,449.0,1183.0,832.0,856.0,2066.0,1147.0,1663.0,1200.0,1338.0,1688.0,1098.0,1992.0,3264.0,06,68084,2013, California,
San Marcos city,Male,724.0,674.0,641.0,831.0,483.0,193.0,843.0,2040.0,1180.0,1460.0,2175.0,1671.0,1716.0,1228.0,611.0,641.0,1009.0,782.0,1953.0,2753.0,06,68196,2013, California,
San Mateo city,Male,1825.0,472.0,1026.0,527.0,1122.0,568.0,897.0,1218.0,1043.0,1068.0,2038.0,832.0,1253.0,1521.0,989.0,1825.0,2321.0,1242.0,2974.0,7717.0,06,68252,2013, California,
San Ramon city,Male,904.0,544.0,583.0,436.0,79.0,169.0,400.0,735.0,174.0,0.0,439.0,317.0,202.0,936.0,376.0,527.0,989.0,935.0,2083.0,11567.0,06,68378,2013, California,
Santa Ana city,Male,3060.0,2899.0,3609.0,4189.0,8430.0,5003.0,9807.0,6210.0,7535.0,3818.0,9078.0,6669.0,3670.0,4248.0,2723.0,3367.0,4216.0,1820.0,3044.0,2291.0,06,69000,2013, California,
Santa Barbara city,Male,1230.0,1269.0,910.0,476.0,1103.0,525.0,1270.0,1855.0,2129.0,1397.0,1653.0,1409.0,1543.0,569.0,1827.0,1269.0,1535.0,938.0,2763.0,3494.0,06,69070,2013, California,
Santa Clara city,Male,1739.0,1626.0,1063.0,1097.0,986.0,924.0,504.0,373.0,496.0,871.0,1906.0,1517.0,955.0,1135.0,1225.0,1144.0,1724.0,2458.0,4392.0,12749.0,06,69084,2013, California,
Santa Clarita city,Male,3663.0,1285.0,1628.0,1468.0,1830.0,764.0,2434.0,841.0,1746.0,1261.0,2328.0,1923.0,1856.0,1721.0,1350.0,1750.0,3052.0,2889.0,7800.0,10011.0,06,69088,2013, California,
Santa Maria city,Male,1110.0,854.0,503.0,821.0,2864.0,1023.0,1610.0,1621.0,2950.0,1652.0,2130.0,1063.0,1805.0,1315.0,1119.0,714.0,1319.0,1154.0,492.0,1084.0,06,69196,2013, California,
Santa Monica city,Male,799.0,425.0,793.0,265.0,1254.0,347.0,583.0,497.0,937.0,949.0,865.0,1517.0,770.0,1396.0,723.0,2199.0,1712.0,1965.0,3375.0,9016.0,06,70000,2013, California,
Santa Rosa city,Male,3258.0,1330.0,2033.0,854.0,2504.0,1013.0,2282.0,1139.0,3040.0,1911.0,3478.0,2245.0,2386.0,2762.0,1471.0,2797.0,3971.0,2015.0,3191.0,4410.0,06,70098,2013, California,
Simi Valley city,Male,1442.0,1056.0,1217.0,522.0,1523.0,373.0,1012.0,432.0,717.0,1156.0,1486.0,1834.0,1508.0,1731.0,2514.0,2249.0,1896.0,2325.0,3990.0,7903.0,06,72016,2013, California,
South Gate city,Male,1400.0,649.0,894.0,599.0,1967.0,912.0,2623.0,1520.0,1894.0,1313.0,2441.0,1441.0,1960.0,832.0,1224.0,1227.0,1069.0,851.0,709.0,334.0,06,73080,2013, California,
South San Francisco city,Male,574.0,406.0,713.0,461.0,461.0,241.0,831.0,381.0,1359.0,788.0,1361.0,1292.0,1636.0,1397.0,808.0,805.0,603.0,996.0,1237.0,2197.0,06,73262,2013, California,
South Whittier CDP,Male,463.0,258.0,500.0,384.0,1119.0,802.0,1189.0,1072.0,1358.0,630.0,1170.0,872.0,578.0,679.0,930.0,783.0,1121.0,829.0,1112.0,753.0,06,73430,2013, California,
Stockton city,Male,4736.0,2692.0,3905.0,2470.0,3483.0,2277.0,5546.0,1669.0,3161.0,1934.0,4668.0,4705.0,4684.0,3107.0,1815.0,2426.0,3834.0,3152.0,2912.0,3220.0,06,75000,2013, California,
Sunnyvale city,Male,1041.0,614.0,1220.0,983.0,855.0,500.0,718.0,308.0,1145.0,206.0,1712.0,1681.0,1436.0,1123.0,1329.0,1711.0,2508.0,1609.0,4079.0,20138.0,06,77000,2013, California,
Temecula city,Male,1180.0,1161.0,885.0,651.0,1195.0,715.0,1031.0,524.0,1158.0,371.0,561.0,2004.0,1547.0,1080.0,1023.0,845.0,1923.0,1169.0,3518.0,5827.0,06,78120,2013, California,
Thousand Oaks city,Male,1740.0,1271.0,1122.0,682.0,1685.0,603.0,1335.0,510.0,864.0,793.0,1522.0,1140.0,846.0,1731.0,697.0,1583.0,1657.0,1508.0,4345.0,12309.0,06,78582,2013, California,
Torrance city,Male,1399.0,985.0,1204.0,407.0,1390.0,813.0,1298.0,701.0,1036.0,1230.0,1330.0,2790.0,1441.0,2175.0,1668.0,1584.0,3044.0,2185.0,6767.0,8882.0,06,80000,2013, California,
Tracy city,Male,1041.0,944.0,795.0,333.0,488.0,413.0,163.0,763.0,864.0,578.0,1536.0,972.0,1201.0,919.0,1343.0,2466.0,2407.0,1236.0,3064.0,2656.0,06,80238,2013, California,
Turlock city,Male,1760.0,589.0,1274.0,300.0,591.0,322.0,364.0,961.0,1113.0,256.0,1128.0,460.0,1308.0,622.0,415.0,975.0,974.0,935.0,1588.0,1984.0,06,80812,2013, California,
Tustin city,Male,650.0,246.0,256.0,408.0,649.0,187.0,889.0,988.0,1964.0,492.0,1383.0,1431.0,684.0,1162.0,521.0,819.0,1040.0,445.0,3870.0,3871.0,06,80854,2013, California,
Union City city,Male,728.0,573.0,1105.0,365.0,1054.0,307.0,420.0,382.0,752.0,613.0,426.0,1369.0,659.0,1942.0,676.0,1144.0,1448.0,1399.0,2690.0,2161.0,06,81204,2013, California,
Upland city,Male,520.0,522.0,342.0,786.0,659.0,464.0,659.0,320.0,499.0,769.0,1912.0,1061.0,552.0,703.0,826.0,738.0,1307.0,756.0,2170.0,2445.0,06,81344,2013, California,
Vacaville city,Male,1418.0,827.0,1067.0,670.0,494.0,373.0,746.0,766.0,576.0,567.0,909.0,1976.0,1500.0,868.0,1068.0,1055.0,829.0,1451.0,4214.0,3123.0,06,81554,2013, California,
Vallejo city,Male,2636.0,1017.0,1312.0,1098.0,849.0,689.0,695.0,665.0,1728.0,778.0,2124.0,2074.0,1155.0,1529.0,1423.0,1723.0,1780.0,1838.0,2091.0,2415.0,06,81666,2013, California,
Victorville city,Male,1571.0,1162.0,1411.0,112.0,1601.0,358.0,2255.0,245.0,2044.0,141.0,1043.0,1386.0,1450.0,1792.0,783.0,1553.0,2583.0,1055.0,1767.0,780.0,06,82590,2013, California,
Visalia city,Male,2519.0,698.0,2721.0,1413.0,1656.0,1629.0,621.0,737.0,823.0,710.0,1638.0,1857.0,2037.0,2077.0,1801.0,1416.0,1120.0,451.0,3295.0,2208.0,06,82954,2013, California,
Vista city,Male,878.0,570.0,498.0,859.0,1171.0,200.0,1077.0,1193.0,762.0,2197.0,5031.0,2080.0,1883.0,1361.0,827.0,516.0,1354.0,1218.0,1482.0,1783.0,06,82996,2013, California,
Walnut Creek city,Male,610.0,356.0,241.0,401.0,493.0,314.0,944.0,546.0,342.0,187.0,368.0,628.0,539.0,172.0,108.0,573.0,1214.0,536.0,1737.0,5937.0,06,83346,2013, California,
West Covina city,Male,1740.0,1359.0,844.0,1213.0,2180.0,536.0,1043.0,1095.0,1321.0,721.0,1399.0,1531.0,2080.0,1805.0,1542.0,1247.0,2474.0,848.0,2384.0,1755.0,06,84200,2013, California,
Westminster city,Male,944.0,711.0,1388.0,926.0,1320.0,701.0,1220.0,372.0,1331.0,1013.0,1708.0,986.0,979.0,1051.0,615.0,863.0,1573.0,991.0,1361.0,1663.0,06,84550,2013, California,
Whittier city,Male,1102.0,556.0,844.0,715.0,1289.0,586.0,390.0,788.0,1302.0,724.0,1071.0,1829.0,1528.0,774.0,750.0,1276.0,1773.0,1357.0,2285.0,2459.0,06,85292,2013, California,
Yorba Linda city,Male,802.0,571.0,671.0,406.0,721.0,296.0,695.0,216.0,514.0,144.0,256.0,215.0,765.0,393.0,821.0,1084.0,954.0,1040.0,2978.0,5419.0,06,86832,2013, California,
Yuba City city,Male,521.0,1244.0,1206.0,601.0,858.0,1025.0,1138.0,182.0,1243.0,45.0,1026.0,1108.0,657.0,798.0,992.0,599.0,715.0,481.0,2027.0,941.0,06,86972,2013, California,
Arvada city,Male,1551.0,656.0,380.0,576.0,1249.0,864.0,1164.0,277.0,1452.0,634.0,1940.0,1842.0,2592.0,1450.0,1619.0,2287.0,2483.0,2341.0,3497.0,5121.0,08,03455,2013, Colorado,
Aurora city,Male,4449.0,3141.0,3765.0,2269.0,5994.0,2163.0,4290.0,3300.0,6978.0,3493.0,8082.0,6617.0,6160.0,6913.0,5277.0,4144.0,5914.0,3113.0,5466.0,6489.0,08,04000,2013, Colorado,
Boulder city,Male,5346.0,3135.0,1940.0,1415.0,1665.0,141.0,1003.0,821.0,1421.0,968.0,1888.0,1638.0,1727.0,1008.0,767.0,1251.0,1796.0,1372.0,2345.0,6455.0,08,07850,2013, Colorado,
Centennial city,Male,1402.0,1442.0,875.0,866.0,1439.0,430.0,552.0,447.0,1089.0,723.0,1261.0,2012.0,1410.0,1177.0,823.0,1267.0,1606.0,2192.0,4894.0,7122.0,08,12815,2013, Colorado,
Colorado Springs city,Male,6009.0,5271.0,6181.0,5178.0,6571.0,2441.0,5159.0,2564.0,5818.0,3015.0,6672.0,8906.0,6082.0,8113.0,4946.0,6435.0,7484.0,6419.0,11005.0,14366.0,08,16000,2013, Colorado,
Denver city,Male,8187.0,5531.0,6570.0,5023.0,7786.0,4355.0,5784.0,5638.0,9329.0,5058.0,14263.0,17765.0,11339.0,12003.0,8033.0,10256.0,14395.0,8643.0,15444.0,26325.0,08,20000,2013, Colorado,
Fort Collins city,Male,4584.0,3022.0,3574.0,1828.0,2123.0,1558.0,2391.0,767.0,2571.0,1010.0,2066.0,3987.0,2340.0,2068.0,1323.0,1908.0,2631.0,2565.0,4152.0,5621.0,08,27425,2013, Colorado,
Greeley city,Male,2121.0,1987.0,1559.0,1148.0,948.0,719.0,913.0,417.0,1584.0,1056.0,2451.0,2098.0,1537.0,1437.0,989.0,1104.0,1712.0,1529.0,1903.0,1617.0,08,32155,2013, Colorado,
Highlands Ranch CDP,Male,1396.0,695.0,1048.0,322.0,844.0,348.0,712.0,124.0,806.0,130.0,719.0,1071.0,1084.0,1450.0,829.0,1240.0,2129.0,2414.0,3987.0,10833.0,08,36410,2013, Colorado,
Lakewood city,Male,2296.0,1368.0,2279.0,1255.0,1744.0,1014.0,1602.0,1630.0,1534.0,1292.0,2442.0,3285.0,3442.0,2780.0,1719.0,2339.0,2844.0,1813.0,3925.0,3943.0,08,43000,2013, Colorado,
Longmont city,Male,1771.0,1036.0,812.0,935.0,1163.0,799.0,381.0,770.0,1046.0,956.0,1409.0,1990.0,1925.0,911.0,769.0,1728.0,1060.0,802.0,2442.0,4604.0,08,45970,2013, Colorado,
Loveland city,Male,1091.0,859.0,442.0,675.0,693.0,608.0,528.0,663.0,1396.0,728.0,751.0,2185.0,1046.0,1289.0,1058.0,985.0,1596.0,1509.0,1368.0,1808.0,08,46465,2013, Colorado,
Pueblo city,Male,1874.0,1375.0,1233.0,1395.0,1646.0,445.0,1313.0,963.0,1233.0,796.0,1405.0,1657.0,1092.0,1686.0,923.0,457.0,1222.0,1220.0,783.0,1463.0,08,62000,2013, Colorado,
Thornton city,Male,1392.0,1058.0,1469.0,830.0,1207.0,466.0,1263.0,1196.0,1930.0,848.0,2277.0,3011.0,1420.0,2005.0,2251.0,1549.0,3541.0,2267.0,3296.0,4484.0,08,77290,2013, Colorado,
Westminster city,Male,1268.0,911.0,1113.0,562.0,823.0,584.0,940.0,850.0,1211.0,707.0,2177.0,2020.0,2459.0,1981.0,1864.0,2425.0,2256.0,2652.0,3342.0,3401.0,08,83835,2013, Colorado,
Bridgeport city,Male,2549.0,1848.0,1303.0,1412.0,952.0,1969.0,2171.0,968.0,3882.0,551.0,3680.0,2503.0,2315.0,2509.0,1680.0,2453.0,2124.0,894.0,934.0,1785.0,09,08000,2013, Connecticut,
Danbury city,Male,735.0,616.0,633.0,864.0,965.0,728.0,979.0,854.0,1025.0,1503.0,902.0,2116.0,720.0,756.0,1180.0,934.0,1494.0,1104.0,2437.0,3539.0,09,18430,2013, Connecticut,
Hartford city,Male,2901.0,2417.0,1660.0,716.0,1858.0,1446.0,1784.0,898.0,1399.0,1027.0,2057.0,2235.0,992.0,1385.0,810.0,1749.0,476.0,854.0,651.0,987.0,09,37000,2013, Connecticut,
New Britain city,Male,1353.0,583.0,601.0,568.0,879.0,497.0,965.0,564.0,901.0,201.0,1398.0,2123.0,1460.0,1336.0,811.0,1211.0,1130.0,235.0,935.0,802.0,09,50370,2013, Connecticut,
New Haven city,Male,2685.0,1351.0,1399.0,1152.0,2258.0,194.0,1175.0,561.0,1792.0,655.0,1767.0,1650.0,2026.0,1625.0,721.0,1565.0,2301.0,833.0,1619.0,2617.0,09,52000,2013, Connecticut,
Norwalk city,Male,2271.0,775.0,613.0,38.0,828.0,355.0,1869.0,166.0,1199.0,1021.0,1601.0,1545.0,515.0,1651.0,871.0,1725.0,1197.0,704.0,2657.0,5393.0,09,55990,2013, Connecticut,
Stamford city,Male,1793.0,627.0,344.0,770.0,1964.0,683.0,1585.0,561.0,3078.0,1730.0,2990.0,1929.0,1728.0,1522.0,1313.0,1452.0,2667.0,1929.0,2788.0,9340.0,09,73000,2013, Connecticut,
Waterbury city,Male,1559.0,584.0,1120.0,680.0,1145.0,931.0,721.0,672.0,1610.0,893.0,1912.0,1438.0,1575.0,1965.0,1525.0,1929.0,1114.0,1065.0,1146.0,903.0,09,80000,2013, Connecticut,
Wilmington city,Male,1166.0,464.0,607.0,558.0,548.0,487.0,557.0,153.0,1092.0,314.0,816.0,1605.0,1175.0,730.0,460.0,1126.0,735.0,562.0,1082.0,1365.0,10,77580,2013, Delaware,
Washington city,Male,14530.0,7635.0,5757.0,4079.0,6090.0,3224.0,5759.0,2545.0,6515.0,2814.0,6544.0,6952.0,5608.0,10602.0,5395.0,8836.0,13533.0,9363.0,20497.0,43152.0,11,50000,2013, District of Columbia,
Alafaya CDP,Male,580.0,2078.0,388.0,915.0,1218.0,991.0,1245.0,449.0,1106.0,250.0,1421.0,1199.0,733.0,1480.0,1263.0,351.0,1310.0,854.0,2706.0,2632.0,12,00410,2013, Florida,
Boca Raton city,Male,1384.0,1210.0,695.0,256.0,691.0,416.0,1311.0,496.0,1379.0,955.0,1184.0,627.0,1956.0,825.0,193.0,903.0,1950.0,1942.0,2283.0,5465.0,12,07300,2013, Florida,
Boynton Beach city,Male,1527.0,866.0,464.0,723.0,643.0,506.0,514.0,197.0,1135.0,674.0,1101.0,1669.0,1037.0,717.0,648.0,1586.0,1152.0,534.0,1887.0,1185.0,12,07875,2013, Florida,
Brandon CDP,Male,1175.0,932.0,692.0,1116.0,2900.0,479.0,1162.0,652.0,1819.0,668.0,2599.0,2697.0,1144.0,2513.0,822.0,1725.0,3018.0,1276.0,2360.0,2010.0,12,08150,2013, Florida,
Cape Coral city,Male,987.0,1466.0,1650.0,957.0,2297.0,1598.0,2999.0,1834.0,1687.0,614.0,3431.0,2995.0,1570.0,2309.0,2484.0,1337.0,1973.0,977.0,2253.0,2104.0,12,10275,2013, Florida,
Clearwater city,Male,1014.0,779.0,390.0,631.0,1554.0,238.0,1822.0,711.0,2328.0,786.0,2949.0,2299.0,1630.0,1718.0,1292.0,1321.0,1276.0,926.0,1532.0,2169.0,12,12875,2013, Florida,
Coral Springs city,Male,1840.0,795.0,1377.0,1004.0,1692.0,106.0,907.0,677.0,2366.0,430.0,2478.0,1973.0,2051.0,1606.0,2051.0,1893.0,1844.0,1085.0,2653.0,5461.0,12,14400,2013, Florida,
Davie town,Male,1261.0,480.0,1363.0,917.0,975.0,618.0,881.0,1414.0,1035.0,476.0,2327.0,1721.0,1509.0,1084.0,1405.0,1040.0,1324.0,1286.0,2659.0,3809.0,12,16475,2013, Florida,
Deerfield Beach city,Male,1445.0,197.0,1317.0,611.0,1095.0,628.0,786.0,724.0,639.0,866.0,1378.0,1576.0,940.0,2247.0,1062.0,1528.0,640.0,769.0,1018.0,1056.0,12,16725,2013, Florida,
Deltona city,Male,390.0,1259.0,248.0,190.0,933.0,514.0,1564.0,511.0,1017.0,767.0,1591.0,1487.0,1127.0,1646.0,631.0,843.0,1130.0,632.0,674.0,584.0,12,17200,2013, Florida,
Fort Lauderdale city,Male,3053.0,2554.0,1705.0,1586.0,3333.0,1116.0,2403.0,1931.0,2485.0,1623.0,3146.0,2847.0,1770.0,3714.0,2202.0,2005.0,2763.0,2426.0,3509.0,8040.0,12,24000,2013, Florida,
Fort Myers city,Male,984.0,1239.0,1601.0,1030.0,1195.0,745.0,1219.0,335.0,384.0,872.0,819.0,1248.0,765.0,598.0,729.0,595.0,674.0,82.0,693.0,999.0,12,24125,2013, Florida,
Gainesville city,Male,4057.0,3681.0,1506.0,715.0,2977.0,1284.0,1758.0,701.0,2278.0,660.0,1991.0,2169.0,1997.0,1461.0,1291.0,889.0,1236.0,1171.0,1467.0,1074.0,12,25175,2013, Florida,
Hialeah city,Male,1979.0,1735.0,1709.0,1835.0,6809.0,2557.0,3604.0,3078.0,7567.0,2800.0,5839.0,5046.0,3214.0,2613.0,1018.0,2082.0,1696.0,517.0,1491.0,600.0,12,30000,2013, Florida,
Hollywood city,Male,1921.0,1270.0,1608.0,1123.0,1345.0,941.0,1378.0,1835.0,2834.0,1196.0,3868.0,3259.0,2256.0,2281.0,1948.0,1527.0,1866.0,1462.0,2700.0,2864.0,12,32000,2013, Florida,
Jacksonville city,Male,11526.0,7902.0,9485.0,6554.0,7850.0,6859.0,9121.0,8347.0,12650.0,4775.0,16049.0,19679.0,11812.0,13345.0,7014.0,9960.0,15416.0,10530.0,14439.0,18043.0,12,35000,2013, Florida,
Kendall CDP,Male,473.0,635.0,330.0,251.0,925.0,464.0,500.0,247.0,467.0,524.0,596.0,1312.0,882.0,963.0,542.0,1126.0,850.0,1317.0,1538.0,4389.0,12,36100,2013, Florida,
Kissimmee city,Male,603.0,652.0,666.0,1155.0,1685.0,1498.0,279.0,880.0,738.0,822.0,2365.0,2116.0,775.0,494.0,739.0,636.0,708.0,292.0,745.0,583.0,12,36950,2013, Florida,
Lakeland city,Male,1131.0,1280.0,673.0,765.0,1639.0,837.0,1320.0,1337.0,1023.0,644.0,1408.0,1378.0,949.0,2033.0,951.0,1095.0,955.0,957.0,1204.0,1732.0,12,38250,2013, Florida,
Largo city,Male,1283.0,533.0,846.0,666.0,1476.0,1307.0,876.0,466.0,1612.0,640.0,2122.0,2358.0,1116.0,1034.0,872.0,948.0,589.0,484.0,1261.0,1254.0,12,39425,2013, Florida,
Lauderhill city,Male,1016.0,828.0,621.0,785.0,603.0,406.0,864.0,1099.0,908.0,542.0,1426.0,1665.0,999.0,543.0,151.0,670.0,403.0,232.0,404.0,441.0,12,39550,2013, Florida,
Lehigh Acres CDP,Male,1278.0,1467.0,1393.0,718.0,1718.0,2440.0,1326.0,1482.0,2093.0,814.0,2196.0,2627.0,1247.0,1882.0,804.0,951.0,1387.0,831.0,481.0,354.0,12,39925,2013, Florida,
Melbourne city,Male,1001.0,92.0,1614.0,897.0,1196.0,742.0,288.0,622.0,655.0,367.0,1420.0,1087.0,1038.0,1054.0,591.0,987.0,719.0,518.0,1118.0,1215.0,12,43975,2013, Florida,
Miami city,Male,4123.0,2304.0,6570.0,3041.0,10333.0,4767.0,7250.0,4420.0,11607.0,5936.0,9127.0,6975.0,5927.0,4867.0,2510.0,3816.0,4531.0,2967.0,5715.0,9834.0,12,45000,2013, Florida,
Miami Beach city,Male,427.0,377.0,937.0,806.0,2889.0,740.0,1672.0,920.0,1850.0,684.0,2644.0,1752.0,903.0,1710.0,1437.0,1597.0,2216.0,1110.0,1609.0,5603.0,12,45025,2013, Florida,
Miami Gardens city,Male,1811.0,1758.0,709.0,1025.0,1700.0,858.0,2302.0,1802.0,1942.0,1614.0,3828.0,1692.0,1053.0,502.0,947.0,1764.0,964.0,931.0,521.0,528.0,12,45060,2013, Florida,
Miramar city,Male,888.0,1166.0,1242.0,2052.0,2103.0,1286.0,813.0,459.0,1683.0,2292.0,2946.0,2956.0,1217.0,2359.0,1768.0,1514.0,616.0,2073.0,1827.0,3577.0,12,45975,2013, Florida,
Orlando city,Male,3066.0,1513.0,2130.0,877.0,5219.0,1436.0,4598.0,2417.0,5730.0,3616.0,6609.0,8862.0,3117.0,3321.0,2777.0,2686.0,4557.0,1393.0,3817.0,5440.0,12,53000,2013, Florida,
Palm Bay city,Male,838.0,560.0,1083.0,614.0,2048.0,683.0,439.0,1189.0,1521.0,1151.0,2173.0,2406.0,1431.0,983.0,1591.0,1108.0,1195.0,1355.0,1305.0,1008.0,12,54000,2013, Florida,
Palm Coast city,Male,1321.0,703.0,402.0,264.0,464.0,434.0,569.0,258.0,1274.0,1068.0,706.0,640.0,2058.0,1137.0,109.0,1094.0,817.0,382.0,450.0,547.0,12,54200,2013, Florida,
Pembroke Pines city,Male,1807.0,1399.0,1879.0,1012.0,1945.0,804.0,1126.0,882.0,2162.0,921.0,3004.0,2561.0,1823.0,2794.0,1919.0,1963.0,2948.0,2297.0,4393.0,4528.0,12,55775,2013, Florida,
Pine Hills CDP,Male,939.0,784.0,529.0,493.0,1569.0,691.0,1808.0,843.0,2036.0,982.0,1109.0,1436.0,583.0,335.0,564.0,406.0,960.0,288.0,184.0,0.0,12,56825,2013, Florida,
Plantation city,Male,536.0,541.0,1034.0,703.0,322.0,552.0,1290.0,598.0,832.0,257.0,1738.0,1550.0,1930.0,1861.0,998.0,1917.0,1614.0,2046.0,2882.0,3699.0,12,57425,2013, Florida,
Pompano Beach city,Male,1467.0,1124.0,1584.0,1394.0,2002.0,681.0,1414.0,709.0,1589.0,694.0,3162.0,3183.0,1717.0,1567.0,564.0,643.0,861.0,1178.0,1493.0,1997.0,12,58050,2013, Florida,
Port St. Lucie city,Male,2098.0,1316.0,785.0,2097.0,3339.0,1476.0,1715.0,2047.0,2455.0,1229.0,2707.0,5391.0,2431.0,1571.0,1478.0,1246.0,1932.0,1472.0,2643.0,4121.0,12,58715,2013, Florida,
Riverview CDP,Male,1112.0,437.0,266.0,507.0,1177.0,464.0,378.0,670.0,807.0,395.0,1872.0,1128.0,1041.0,1545.0,1360.0,1559.0,1371.0,1133.0,1586.0,2161.0,12,60950,2013, Florida,
St. Petersburg city,Male,3339.0,2775.0,2056.0,2422.0,3826.0,2807.0,2314.0,2016.0,3150.0,1884.0,4315.0,6822.0,3674.0,3813.0,2465.0,2798.0,2829.0,2589.0,4528.0,5626.0,12,63000,2013, Florida,
Spring Hill CDP,Male,1985.0,900.0,1349.0,1241.0,755.0,339.0,396.0,522.0,1396.0,135.0,1940.0,1674.0,980.0,1937.0,995.0,604.0,1250.0,778.0,499.0,724.0,12,68350,2013, Florida,
Sunrise city,Male,1040.0,1398.0,1098.0,366.0,1099.0,1076.0,1082.0,914.0,2252.0,659.0,1297.0,857.0,1077.0,930.0,490.0,1375.0,1880.0,964.0,2228.0,1193.0,12,69700,2013, Florida,
Tallahassee city,Male,5458.0,3304.0,3236.0,2999.0,3768.0,1689.0,2164.0,877.0,3240.0,821.0,2765.0,2696.0,1823.0,2644.0,1287.0,980.0,3161.0,2074.0,2492.0,4145.0,12,70600,2013, Florida,
Tampa city,Male,4256.0,3509.0,3684.0,2373.0,5239.0,1531.0,4046.0,3408.0,5730.0,2616.0,5997.0,7049.0,3653.0,3746.0,4671.0,4501.0,4951.0,4836.0,7656.0,13192.0,12,71000,2013, Florida,
Town 'n' Country CDP,Male,1554.0,171.0,450.0,640.0,756.0,620.0,1313.0,713.0,1034.0,393.0,2453.0,1869.0,1488.0,1080.0,441.0,1436.0,1641.0,756.0,1492.0,1340.0,12,72145,2013, Florida,
Weston city,Male,1200.0,802.0,348.0,403.0,484.0,252.0,426.0,302.0,553.0,532.0,147.0,823.0,847.0,914.0,476.0,640.0,1187.0,806.0,1719.0,5869.0,12,76582,2013, Florida,
West Palm Beach city,Male,547.0,557.0,891.0,886.0,2282.0,1568.0,1423.0,835.0,2259.0,1611.0,2225.0,1784.0,1754.0,1182.0,1327.0,977.0,925.0,965.0,1876.0,2266.0,12,76600,2013, Florida,
